k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
4167	1.286557786132e-5	0	6	6032	2	3	6032	fermion	3^2·463
4168	1.617873382238e-5	0	8	7830	2	4	7830	heavy fermion	2^3·521
4169	6.245926687415e-5	0	4	4560	2	2	4560	heavy fermion	11·379
4170	1.503124011755e-4	0	16	10080	4	4	10080	heavy fermion	2·3·5·139
4171	1.006709678008e-5	0	4	4312	2	2	4312	fermion	43·97
4172	3.955589946577e-4	0	12	8400	3	4	8400	heavy fermion	2^2·7·149
4173	1.360181516949e-5	0	8	6048	3	3	6048	fermion	3·13·107
4174	1.604953935809e-5	0	4	6264	2	2	6264	heavy fermion	2·2087
4175	1.107997809099e-5	0	6	5208	2	3	5208	fermion	5^2·167
4176	2.666825049455e-5	0	30	12090	3	7	12090	heavy fermion	2^4·3^2·29
4177	1.275197440032e-5	1	2	4178	1	1	4178	excited boson	4177 (prime)
4178	1.449136947098e-5	0	4	6270	2	2	6270	heavy fermion	2·2089
4179	4.021265722161e-4	0	8	6400	3	3	6400	heavy fermion	3·7·199
4180	3.155807250147e-5	0	24	10080	4	5	10080	heavy fermion	2^2·5·11·19
4181	2.791970238507e-5	0	4	4332	2	2	4332	heavy fermion	37·113
4182	1.817622136208e-4	0	16	9072	4	4	9072	heavy fermion	2·3·17·41
4183	2.314245990478e-5	0	4	4320	2	2	4320	heavy fermion	47·89
4184	2.222013774038e-6	0	8	7860	2	4	7860	spectator	2^3·523
4185	1.006261299626e-5	0	16	7680	3	5	7680	fermion	3^3·5·31
4186	1.040618420855e-4	0	16	8064	4	4	8064	heavy fermion	2·7·13·23
4187	4.066647410051e-6	0	4	4320	2	2	4320	spectator	53·79
4188	2.807882921607e-6	0	12	9800	3	4	9800	spectator	2^2·3·349
4189	1.469445674714e-7	0	4	4320	2	2	4320	spectator	59·71
4190	4.935597282213e-5	0	8	7560	3	3	7560	heavy fermion	2·5·419
4191	1.254240838113e-5	0	8	6144	3	3	6144	fermion	3·11·127
4192	9.220149860727e-7	0	12	8316	2	6	8316	spectator	2^5·131
4193	3.289640109011e-7	0	4	4800	2	2	4800	spectator	7·599
4194	5.300437440724e-7	0	12	9126	3	4	9126	spectator	2·3^2·233
4195	2.160123117919e-6	0	4	5040	2	2	5040	spectator	5·839
4196	6.546945133884e-7	0	6	7350	2	3	7350	spectator	2^2·1049
4197	4.159899336431e-6	0	4	5600	2	2	5600	spectator	3·1399
4198	2.721461282340e-6	0	4	6300	2	2	6300	spectator	2·2099
4199	4.346597616667e-5	0	8	5040	3	3	5040	heavy fermion	13·17·19
4200	6.344247889214e-4	0	48	14880	4	7	14880	heavy fermion	2^3·3·5^2·7
4201	4.829948694334e-6	1	2	4202	1	1	4202	excited boson	4201 (prime)
4202	8.496328177182e-5	0	8	6912	3	3	6912	heavy fermion	2·11·191
4203	3.201252932357e-6	0	6	6084	2	3	6084	spectator	3^2·467
4204	1.226974616237e-5	0	6	7364	2	3	7364	fermion	2^2·1051
4205	1.520127795316e-5	0	6	5226	2	3	5226	heavy fermion	5·29^2
4206	2.594779033866e-5	0	8	8424	3	3	8424	heavy fermion	2·3·701
4207	2.613566547913e-4	0	4	4816	2	2	4816	heavy fermion	7·601
4208	2.762521047599e-5	0	10	8184	2	5	8184	heavy fermion	2^4·263
4209	2.659606632453e-5	0	8	5952	3	3	5952	heavy fermion	3·23·61
4210	7.831324796228e-5	0	8	7596	3	3	7596	heavy fermion	2·5·421
4211	1.182317516138e-5	1	2	4212	1	1	4212	excited boson	4211 (prime)
4212	1.050119093455e-4	0	30	11858	3	7	11858	heavy fermion	2^2·3^4·13
4213	3.472611040857e-5	0	4	4608	2	2	4608	heavy fermion	11·383
4214	3.038867063016e-4	0	12	7524	3	4	7524	heavy fermion	2·7^2·43
4215	1.893679597744e-5	0	8	6768	3	3	6768	heavy fermion	3·5·281
4216	4.926181530080e-6	0	16	8640	3	5	8640	light fermion	2^3·17·31
4217	2.125177323170e-6	1	2	4218	1	1	4218	gauge boson (light)	4217 (prime)
4218	1.036396630907e-6	0	16	9120	4	4	9120	spectator	2·3·19·37
4219	8.195604029367e-7	1	2	4220	1	1	4220	gauge boson (light)	4219 (prime)
4220	5.323906984339e-6	0	12	8904	3	4	8904	light fermion	2^2·5·211
4221	1.926344158859e-6	0	12	7072	3	4	7072	spectator	3^2·7·67
4222	4.975031407387e-7	0	4	6336	2	2	6336	spectator	2·2111
4223	3.312781532583e-6	0	4	4368	2	2	4368	spectator	41·103
4224	9.069070003859e-5	0	32	12240	3	9	12240	heavy fermion	2^7·3·11
4225	3.989399402993e-6	0	9	5673	2	4	5673	spectator	5^2·13^2
4226	3.778541998743e-6	0	4	6342	2	2	6342	spectator	2·2113
4227	2.932070184639e-6	0	4	5640	2	2	5640	spectator	3·1409
4228	3.052581100446e-4	0	12	8512	3	4	8512	heavy fermion	2^2·7·151
4229	1.527792848927e-6	1	2	4230	1	1	4230	gauge boson (light)	4229 (prime)
4230	5.617390386639e-5	0	24	11232	4	5	11232	heavy fermion	2·3^2·5·47
4231	3.331522485801e-6	1	2	4232	1	1	4232	gauge boson	4231 (prime)
4232	8.756379628554e-6	0	12	8295	2	5	8295	fermion	2^3·23^2
4233	3.614541163228e-5	0	8	6048	3	3	6048	heavy fermion	3·17·83
4234	1.159337490848e-5	0	8	6660	3	3	6660	fermion	2·29·73
4235	2.927546240115e-4	0	12	6384	3	4	6384	heavy fermion	5·7·11^2
4236	1.281140960106e-5	0	12	9912	3	4	9912	fermion	2^2·3·353
4237	3.306932599601e-6	0	4	4480	2	2	4480	spectator	19·223
4238	2.725091839072e-5	0	8	6888	3	3	6888	heavy fermion	2·13·163
4239	1.325487845455e-6	0	8	6320	2	4	6320	spectator	3^3·157
4240	1.206895646528e-4	0	20	10044	3	6	10044	heavy fermion	2^4·5·53
4241	4.409490793875e-6	1	2	4242	1	1	4242	gauge boson	4241 (prime)
4242	1.225924862096e-4	0	16	9792	4	4	9792	heavy fermion	2·3·7·101
4243	2.546892869515e-6	1	2	4244	1	1	4244	gauge boson	4243 (prime)
4244	4.788527006636e-6	0	6	7434	2	3	7434	light fermion	2^2·1061
4245	1.898072768064e-5	0	8	6816	3	3	6816	heavy fermion	3·5·283
4246	2.906311368891e-6	0	8	6984	3	3	6984	spectator	2·11·193
4247	2.177263531607e-7	0	4	4416	2	2	4416	spectator	31·137
4248	7.134848195717e-6	0	24	11700	3	6	11700	fermion	2^3·3^2·59
4249	1.785868620838e-5	0	4	4864	2	2	4864	heavy fermion	7·607
4250	8.995924018718e-5	0	16	8424	3	5	8424	heavy fermion	2·5^3·17
4251	1.053675801079e-8	0	8	6160	3	3	6160	spectator	3·13·109
4252	1.985626967676e-6	0	6	7448	2	3	7448	spectator	2^2·1063
4253	2.917375302805e-6	1	2	4254	1	1	4254	gauge boson	4253 (prime)
4254	4.426902120839e-6	0	8	8520	3	3	8520	spectator	2·3·709
4255	2.601083984970e-6	0	8	5472	3	3	5472	spectator	5·23·37
4256	3.314107927120e-4	0	24	10080	3	7	10080	heavy fermion	2^5·7·19
4257	2.133901674039e-6	0	12	6864	3	4	6864	spectator	3^2·11·43
4258	6.573435730604e-6	0	4	6390	2	2	6390	light fermion	2·2129
4259	8.310279600825e-7	1	2	4260	1	1	4260	gauge boson (light)	4259 (prime)
4260	2.098706983638e-5	0	24	12096	4	5	12096	heavy fermion	2^2·3·5·71
4261	2.850411192770e-6	1	2	4262	1	1	4262	gauge boson	4261 (prime)
4262	7.447017576283e-6	0	4	6396	2	2	6396	fermion	2·2131
4263	3.516695460414e-4	0	12	6840	3	4	6840	heavy fermion	3·7^2·29
4264	7.367301588512e-7	0	16	8820	3	5	8820	spectator	2^3·13·41
4265	2.484426716929e-8	0	4	5124	2	2	5124	spectator	5·853
4266	2.379462850951e-6	0	16	9600	3	5	9600	spectator	2·3^3·79
4267	2.076494305280e-4	0	4	4536	2	2	4536	heavy fermion	17·251
4268	3.225686717725e-6	0	12	8232	3	4	8232	spectator	2^2·11·97
4269	1.180740742862e-6	0	4	5696	2	2	5696	spectator	3·1423
4270	1.248445231947e-4	0	16	8928	4	4	8928	heavy fermion	2·5·7·61
4271	5.700581738705e-6	1	2	4272	1	1	4272	excited boson	4271 (prime)
4272	5.929167876268e-6	0	20	11160	3	6	11160	light fermion	2^4·3·89
4273	4.804401224003e-6	1	2	4274	1	1	4274	excited boson	4273 (prime)
4274	1.931082668493e-6	0	4	6414	2	2	6414	spectator	2·2137
4275	1.602488629731e-5	0	18	8060	3	5	8060	heavy fermion	3^2·5^2·19
4276	2.079825695504e-6	0	6	7490	2	3	7490	spectator	2^2·1069
4277	1.814189463352e-4	0	8	5376	3	3	5376	heavy fermion	7·13·47
4278	1.680409866718e-6	0	16	9216	4	4	9216	spectator	2·3·23·31
4279	4.539418796025e-5	0	4	4680	2	2	4680	heavy fermion	11·389
4280	7.721292448667e-6	0	16	9720	3	5	9720	fermion	2^3·5·107
4281	6.120207161842e-7	0	4	5712	2	2	5712	spectator	3·1427
4282	1.488552930014e-6	0	4	6426	2	2	6426	spectator	2·2141
4283	2.174512539658e-7	1	2	4284	1	1	4284	gauge boson (light)	4283 (prime)
4284	3.677835603612e-4	0	36	13104	4	6	13104	heavy fermion	2^2·3^2·7·17
4285	8.454685317117e-7	0	4	5148	2	2	5148	spectator	5·857
4286	1.277085530569e-7	0	4	6432	2	2	6432	spectator	2·2143
4287	5.716168472442e-9	0	4	5720	2	2	5720	spectator	3·1429
4288	1.769346799157e-6	0	14	8636	2	7	8636	spectator	2^6·67
4289	3.448413333548e-7	1	2	4290	1	1	4290	gauge boson (light)	4289 (prime)
4290	7.838087000705e-5	0	32	12096	5	5	12096	heavy fermion	2·3·5·11·13
4291	7.082069363365e-5	0	4	4912	2	2	4912	heavy fermion	7·613
4292	5.903642331734e-6	0	12	7980	3	4	7980	light fermion	2^2·29·37
4293	3.375908610967e-6	0	10	6534	2	5	6534	spectator	3^4·53
4294	1.649470766220e-5	0	8	6840	3	3	6840	heavy fermion	2·19·113
4295	8.396793777086e-6	0	4	5160	2	2	5160	fermion	5·859
4296	1.963725061277e-5	0	16	10800	3	5	10800	heavy fermion	2^3·3·179
4297	5.417699507158e-6	1	2	4298	1	1	4298	excited boson	4297 (prime)
4298	2.422646416530e-4	0	8	7392	3	3	7392	heavy fermion	2·7·307
4299	6.883193659364e-6	0	4	5736	2	2	5736	light fermion	3·1433
4300	1.144558488403e-6	0	18	9548	3	5	9548	spectator	2^2·5^2·43
4301	1.388647323924e-5	0	8	5184	3	3	5184	fermion	11·17·23
4302	1.199755325096e-5	0	12	9360	3	4	9360	fermion	2·3^2·239
4303	5.953836968646e-6	0	4	4648	2	2	4648	light fermion	13·331
4304	5.719085104291e-6	0	10	8370	2	5	8370	light fermion	2^4·269
4305	5.096615280877e-4	0	16	8064	4	4	8064	heavy fermion	3·5·7·41
4306	5.193417607543e-6	0	4	6462	2	2	6462	light fermion	2·2153
4307	8.377127718125e-6	0	4	4440	2	2	4440	fermion	59·73
4308	5.610006661147e-6	0	12	10080	3	4	10080	light fermion	2^2·3·359
4309	6.409664516148e-6	0	4	4480	2	2	4480	light fermion	31·139
4310	6.038690729530e-8	0	8	7776	3	3	7776	spectator	2·5·431
4311	4.132003280220e-9	0	6	6240	2	3	6240	spectator	3^2·479
4312	6.340436293550e-4	0	24	10260	3	6	10260	heavy fermion	2^3·7^2·11
4313	9.161313021172e-5	0	4	4560	2	2	4560	heavy fermion	19·227
4314	2.245113122721e-6	0	8	8640	3	3	8640	spectator	2·3·719
4315	2.728212456835e-7	0	4	5184	2	2	5184	spectator	5·863
4316	4.635219675204e-6	0	12	8232	3	4	8232	spectator	2^2·13·83
4317	6.208408207902e-7	0	4	5760	2	2	5760	spectator	3·1439
4318	6.738300544082e-6	0	8	6912	3	3	6912	light fermion	2·17·127
4319	1.478196935788e-4	0	4	4944	2	2	4944	heavy fermion	7·617
4320	8.389430479537e-6	0	48	15120	3	9	15120	fermion	2^5·3^3·5
4321	9.098159036277e-6	0	4	4500	2	2	4500	fermion	29·149
4322	5.364405267735e-6	0	4	6486	2	2	6486	light fermion	2·2161
4323	2.385175959673e-4	0	8	6336	3	3	6336	heavy fermion	3·11·131
4324	1.638710748494e-5	0	12	8064	3	4	8064	heavy fermion	2^2·23·47
4325	2.092780904445e-5	0	6	5394	2	3	5394	heavy fermion	5^2·173
4326	1.106459705396e-3	0	16	9984	4	4	9984	heavy fermion	2·3·7·103
4327	2.003185351616e-5	1	2	4328	1	1	4328	excited boson	4327 (prime)
4328	1.833695786606e-5	0	8	8130	2	4	8130	heavy fermion	2^3·541
4329	9.216899744188e-5	0	12	6916	3	4	6916	heavy fermion	3^2·13·37
4330	4.346667720106e-5	0	8	7812	3	3	7812	heavy fermion	2·5·433
4331	1.595689918082e-5	0	4	4464	2	2	4464	heavy fermion	61·71
4332	3.260797082176e-4	0	18	10668	3	5	10668	heavy fermion	2^2·3·19^2
4333	2.779148321025e-4	0	4	4960	2	2	4960	heavy fermion	7·619
4334	4.910803745847e-5	0	8	7128	3	3	7128	heavy fermion	2·11·197
4335	2.439759009139e-5	0	12	7368	3	4	7368	heavy fermion	3·5·17^2
4336	7.935978038223e-6	0	10	8432	2	5	8432	fermion	2^4·271
4337	1.906897003056e-7	1	2	4338	1	1	4338	gauge boson (light)	4337 (prime)
4338	1.347023749440e-5	0	12	9438	3	4	9438	fermion	2·3^2·241
4339	1.756648890189e-6	1	2	4340	1	1	4340	gauge boson (light)	4339 (prime)
4340	9.844814765780e-4	0	24	10752	4	5	10752	heavy fermion	2^2·5·7·31
4341	6.542597739088e-6	0	4	5792	2	2	5792	light fermion	3·1447
4342	5.893943964042e-5	0	8	7056	3	3	7056	heavy fermion	2·13·167
4343	4.605792033476e-6	0	4	4488	2	2	4488	spectator	43·101
4344	1.490416813308e-7	0	16	10920	3	5	10920	spectator	2^3·3·181
4345	6.035257038156e-4	0	8	5760	3	3	5760	heavy fermion	5·11·79
4346	6.880834292207e-7	0	8	6804	3	3	6804	spectator	2·41·53
4347	8.890843795135e-4	0	16	7680	3	5	7680	heavy fermion	3^3·7·23
4348	3.643841209907e-6	0	6	7616	2	3	7616	spectator	2^2·1087
4349	2.765153767428e-6	1	2	4350	1	1	4350	gauge boson	4349 (prime)
4350	2.447691612339e-5	0	24	11160	4	5	11160	heavy fermion	2·3·5^2·29
4351	5.693446505603e-6	0	4	4600	2	2	4600	light fermion	19·229
4352	1.522640165400e-6	0	18	9198	2	9	9198	spectator	2^8·17
4353	3.806640422395e-6	0	4	5808	2	2	5808	spectator	3·1451
4354	1.682486773588e-3	0	8	7488	3	3	7488	heavy fermion	2·7·311
4355	6.625342663597e-8	0	8	5712	3	3	5712	spectator	5·13·67
4356	6.470326027984e-4	0	27	12103	3	6	12103	heavy fermion	2^2·3^2·11^2
4357	9.396562849196e-6	1	2	4358	1	1	4358	excited boson	4357 (prime)
4358	5.842742113202e-6	0	4	6540	2	2	6540	light fermion	2·2179
4359	2.072355475711e-6	0	4	5816	2	2	5816	spectator	3·1453
4360	5.323428513346e-6	0	16	9900	3	5	9900	light fermion	2^3·5·109
4361	6.882193763169e-4	0	6	5130	2	3	5130	heavy fermion	7^2·89
4362	1.253141315547e-5	0	8	8736	3	3	8736	fermion	2·3·727
4363	1.698849568140e-6	1	2	4364	1	1	4364	gauge boson (light)	4363 (prime)
4364	1.933930640992e-5	0	6	7644	2	3	7644	heavy fermion	2^2·1091
4365	1.249678171321e-4	0	12	7644	3	4	7644	heavy fermion	3^2·5·97
4366	4.141329997763e-5	0	8	6840	3	3	6840	heavy fermion	2·37·59
4367	7.856793520051e-4	0	4	4776	2	2	4776	heavy fermion	11·397
4368	2.954769965308e-3	0	40	13888	4	7	13888	heavy fermion	2^4·3·7·13
4369	3.518209366019e-5	0	4	4644	2	2	4644	heavy fermion	17·257
4370	3.042939364385e-4	0	16	8640	4	4	8640	heavy fermion	2·5·19·23
4371	1.954283154474e-5	0	8	6144	3	3	6144	heavy fermion	3·31·47
4372	2.242800223775e-5	0	6	7658	2	3	7658	heavy fermion	2^2·1093
4373	6.319736732291e-6	1	2	4374	1	1	4374	excited boson	4373 (prime)
4374	1.595832462299e-5	0	16	9840	2	8	9840	heavy fermion	2·3^7
4375	3.246316431583e-5	0	10	6248	2	5	6248	heavy fermion	5^4·7
4376	9.961978427719e-7	0	8	8220	2	4	8220	spectator	2^3·547
4377	2.960279679045e-6	0	4	5840	2	2	5840	spectator	3·1459
4378	2.433034067589e-4	0	8	7200	3	3	7200	heavy fermion	2·11·199
4379	3.250371080766e-5	0	4	4560	2	2	4560	heavy fermion	29·151
4380	6.589076627888e-5	0	24	12432	4	5	12432	heavy fermion	2^2·3·5·73
4381	4.183695530082e-5	0	4	4732	2	2	4732	heavy fermion	13·337
4382	1.515662855161e-3	0	8	7536	3	3	7536	heavy fermion	2·7·313
4383	1.500265596545e-5	0	6	6344	2	3	6344	heavy fermion	3^2·487
4384	2.874433698147e-6	0	12	8694	2	6	8694	spectator	2^5·137
4385	2.372284952340e-6	0	4	5268	2	2	5268	spectator	5·877
4386	6.019860237145e-6	0	16	9504	4	4	9504	light fermion	2·3·17·43
4387	1.489298096594e-7	0	4	4536	2	2	4536	spectator	41·107
4388	6.698139349563e-8	0	6	7686	2	3	7686	spectator	2^2·1097
4389	6.743749974325e-4	0	16	7680	4	4	7680	heavy fermion	3·7·11·19
4390	1.251228909935e-6	0	8	7920	3	3	7920	spectator	2·5·439
4391	7.036245237881e-10	1	2	4392	1	1	4392	gauge boson (light)	4391 (prime)
4392	6.292835712059e-6	0	24	12090	3	6	12090	light fermion	2^3·3^2·61
4393	3.248924420659e-6	0	4	4608	2	2	4608	spectator	23·191
4394	3.805656430675e-5	0	8	7140	2	4	7140	heavy fermion	2·13^3
4395	4.186936125649e-6	0	8	7056	3	3	7056	spectator	3·5·293
4396	4.755618811198e-4	0	12	8848	3	4	8848	heavy fermion	2^2·7·157
4397	6.768383627563e-6	1	2	4398	1	1	4398	excited boson	4397 (prime)
4398	5.852689108635e-6	0	8	8808	3	3	8808	light fermion	2·3·733
4399	8.528777792326e-6	0	4	4536	2	2	4536	fermion	53·83
4400	2.824905982215e-5	0	30	11532	3	7	11532	heavy fermion	2^4·5^2·11
4401	4.512358567336e-6	0	8	6560	2	4	6560	spectator	3^3·163
4402	2.454963348151e-6	0	8	6912	3	3	6912	spectator	2·31·71
4403	5.186588080430e-5	0	8	5472	3	3	5472	heavy fermion	7·17·37
4404	4.703911688539e-7	0	12	10304	3	4	10304	spectator	2^2·3·367
4405	3.298432130080e-6	0	4	5292	2	2	5292	spectator	5·881
4406	2.521747703661e-6	0	4	6612	2	2	6612	spectator	2·2203
4407	9.892839928965e-6	0	8	6384	3	3	6384	fermion	3·13·113
4408	4.438602880190e-6	0	16	9000	3	5	9000	spectator	2^3·19·29
4409	7.556789294331e-7	1	2	4410	1	1	4410	gauge boson (light)	4409 (prime)
4410	1.026233954086e-4	0	36	13338	4	6	13338	heavy fermion	2·3^2·5·7^2
4411	3.074553700059e-4	0	4	4824	2	2	4824	heavy fermion	11·401
4412	4.044845126087e-6	0	6	7728	2	3	7728	spectator	2^2·1103
4413	1.189593071612e-7	0	4	5888	2	2	5888	spectator	3·1471
4414	8.139748203950e-7	0	4	6624	2	2	6624	spectator	2·2207
4415	1.837851561739e-6	0	4	5304	2	2	5304	spectator	5·883
4416	6.822942810873e-8	0	28	12192	3	8	12192	spectator	2^6·3·23
4417	2.597129635235e-6	0	4	5056	2	2	5056	spectator	7·631
4418	7.500202440860e-6	0	6	6771	2	3	6771	fermion	2·47^2
4419	1.857811896850e-5	0	6	6396	2	3	6396	heavy fermion	3^2·491
4420	2.677536708314e-5	0	24	10584	4	5	10584	heavy fermion	2^2·5·13·17
4421	3.350744055530e-5	1	2	4422	1	1	4422	excited boson	4421 (prime)
4422	2.744571301987e-3	0	16	9792	4	4	9792	heavy fermion	2·3·11·67
4423	2.161476227509e-5	1	2	4424	1	1	4424	excited boson	4423 (prime)
4424	1.115022665335e-6	0	16	9600	3	5	9600	spectator	2^3·7·79
4425	1.166334814970e-6	0	12	7440	3	4	7440	spectator	3·5^2·59
4426	2.764601904173e-6	0	4	6642	2	2	6642	spectator	2·2213
4427	9.059519673966e-5	0	4	4680	2	2	4680	heavy fermion	19·233
4428	3.046037702824e-6	0	24	11760	3	6	11760	spectator	2^2·3^3·41
4429	7.831663964532e-8	0	4	4576	2	2	4576	spectator	43·103
4430	5.129952024247e-6	0	8	7992	3	3	7992	light fermion	2·5·443
4431	5.967190205657e-6	0	8	6784	3	3	6784	light fermion	3·7·211
4432	1.766343177168e-5	0	10	8618	2	5	8618	heavy fermion	2^4·277
4433	2.777930738356e-3	0	8	5376	3	3	5376	heavy fermion	11·13·31
4434	5.918325551358e-6	0	8	8880	3	3	8880	light fermion	2·3·739
4435	1.631551576236e-5	0	4	5328	2	2	5328	heavy fermion	5·887
4436	6.915669561741e-6	0	6	7770	2	3	7770	light fermion	2^2·1109
4437	7.170325241687e-6	0	12	7020	3	4	7020	fermion	3^2·17·29
4438	4.625408842852e-7	0	8	7632	3	3	7632	spectator	2·7·317
4439	1.184779272862e-5	0	4	4656	2	2	4656	fermion	23·193
4440	1.047205450258e-4	0	32	13680	4	6	13680	heavy fermion	2^3·3·5·37
4441	3.044328112262e-6	1	2	4442	1	1	4442	gauge boson	4441 (prime)
4442	3.750011210864e-8	0	4	6666	2	2	6666	spectator	2·2221
4443	9.472809332678e-7	0	4	5928	2	2	5928	spectator	3·1481
4444	6.810196378320e-5	0	12	8568	3	4	8568	heavy fermion	2^2·11·101
4445	1.097972250110e-6	0	8	6144	3	3	6144	spectator	5·7·127
4446	1.168773276198e-4	0	24	10920	4	5	10920	heavy fermion	2·3^2·13·19
4447	1.379880896742e-7	1	2	4448	1	1	4448	gauge boson (light)	4447 (prime)
4448	1.828585093743e-8	0	12	8820	2	6	8820	spectator	2^5·139
4449	2.930640761466e-7	0	4	5936	2	2	5936	spectator	3·1483
4450	5.107548598911e-5	0	12	8370	3	4	8370	heavy fermion	2·5^2·89
4451	2.578273216837e-6	1	2	4452	1	1	4452	gauge boson	4451 (prime)
4452	1.883006852238e-5	0	24	12096	4	5	12096	heavy fermion	2^2·3·7·53
4453	6.864605243552e-6	0	4	4588	2	2	4588	light fermion	61·73
4454	6.147153133616e-8	0	8	7128	3	3	7128	spectator	2·17·131
4455	1.148605964772e-3	0	20	8712	3	6	8712	heavy fermion	3^4·5·11
4456	1.349282931505e-5	0	8	8370	2	4	8370	fermion	2^3·557
4457	8.665531166888e-6	1	2	4458	1	1	4458	excited boson	4457 (prime)
4458	3.540816426550e-6	0	8	8928	3	3	8928	spectator	2·3·743
4459	5.134716434240e-6	0	8	5600	2	4	5600	light fermion	7^3·13
4460	5.528906026518e-5	0	12	9408	3	4	9408	heavy fermion	2^2·5·223
4461	1.619495712811e-7	0	4	5952	2	2	5952	spectator	3·1487
4462	1.941392169105e-5	0	8	7056	3	3	7056	heavy fermion	2·23·97
4463	4.416230234113e-7	1	2	4464	1	1	4464	gauge boson (light)	4463 (prime)
4464	1.081268168837e-6	0	30	12896	3	7	12896	spectator	2^4·3^2·31
4465	2.060229615224e-6	0	8	5760	3	3	5760	spectator	5·19·47
4466	1.937467971626e-7	0	16	8640	4	4	8640	spectator	2·7·11·29
4467	3.348815902010e-6	0	4	5960	2	2	5960	spectator	3·1489
4468	1.536594281179e-9	0	6	7826	2	3	7826	spectator	2^2·1117
4469	4.239334941086e-7	0	4	4620	2	2	4620	spectator	41·109
4470	4.956448898678e-5	0	16	10800	4	4	10800	heavy fermion	2·3·5·149
4471	1.669699557448e-6	0	4	4752	2	2	4752	spectator	17·263
4472	5.465295049265e-5	0	16	9240	3	5	9240	heavy fermion	2^3·13·43
4473	5.669903643212e-6	0	12	7488	3	4	7488	light fermion	3^2·7·71
4474	3.956957000566e-6	0	4	6714	2	2	6714	spectator	2·2237
4475	3.051937075846e-6	0	6	5580	2	3	5580	spectator	5^2·179
4476	5.961360650756e-6	0	12	10472	3	4	10472	light fermion	2^2·3·373
4477	6.131603926586e-4	0	6	5054	2	3	5054	heavy fermion	11^2·37
4478	6.782383735720e-6	0	4	6720	2	2	6720	light fermion	2·2239
4479	4.647821064784e-7	0	4	5976	2	2	5976	spectator	3·1493
4480	4.407573946780e-6	0	32	12240	3	9	12240	spectator	2^7·5·7
4481	2.249465076586e-8	1	2	4482	1	1	4482	gauge boson (light)	4481 (prime)
4482	1.894591841286e-6	0	16	10080	3	5	10080	spectator	2·3^3·83
4483	6.169774717511e-7	1	2	4484	1	1	4484	gauge boson (light)	4483 (prime)
4484	1.443911133304e-4	0	12	8400	3	4	8400	heavy fermion	2^2·19·59
4485	4.280587438457e-6	0	16	8064	4	4	8064	spectator	3·5·13·23
4486	1.327314052867e-7	0	4	6732	2	2	6732	spectator	2·2243
4487	1.524910165853e-8	0	4	5136	2	2	5136	spectator	7·641
4488	1.831845154239e-5	0	32	12960	4	6	12960	heavy fermion	2^3·3·11·17
4489	2.722305020248e-7	0	3	4557	1	2	4557	spectator	67^2
4490	6.079405638195e-5	0	8	8100	3	3	8100	heavy fermion	2·5·449
4491	2.606852664073e-8	0	6	6500	2	3	6500	spectator	3^2·499
4492	7.784441530654e-6	0	6	7868	2	3	7868	fermion	2^2·1123
4493	1.295010227464e-6	1	2	4494	1	1	4494	gauge boson (light)	4493 (prime)
4494	2.699745457493e-6	0	16	10368	4	4	10368	spectator	2·3·7·107
4495	1.033191017460e-7	0	8	5760	3	3	5760	spectator	5·29·31
4496	6.765515189401e-6	0	10	8742	2	5	8742	light fermion	2^4·281
4497	1.317276475684e-6	0	4	6000	2	2	6000	spectator	3·1499
4498	4.045590841439e-8	0	8	7308	3	3	7308	spectator	2·13·173
4499	1.824317078499e-4	0	4	4920	2	2	4920	heavy fermion	11·409
4500	1.490289667446e-5	0	36	14196	3	7	14196	heavy fermion	2^2·3^2·5^3
4501	2.261701579279e-6	0	4	5152	2	2	5152	spectator	7·643
4502	1.060171984229e-5	0	4	6756	2	2	6756	fermion	2·2251
4503	1.017600581452e-4	0	8	6400	3	3	6400	heavy fermion	3·19·79
4504	5.357339314719e-6	0	8	8460	2	4	8460	light fermion	2^3·563
4505	6.465998927195e-6	0	8	5832	3	3	5832	light fermion	5·17·53
4506	4.646501343387e-7	0	8	9024	3	3	9024	spectator	2·3·751
4507	5.948628156681e-7	1	2	4508	1	1	4508	gauge boson (light)	4507 (prime)
4508	9.918009633292e-7	0	18	9576	3	5	9576	spectator	2^2·7^2·23
4509	3.478654394767e-6	0	8	6720	2	4	6720	spectator	3^3·167
4510	1.404296654539e-4	0	16	9072	4	4	9072	heavy fermion	2·5·11·41
4511	6.113570486712e-5	0	4	4872	2	2	4872	heavy fermion	13·347
4512	4.721178180477e-6	0	24	12096	3	7	12096	spectator	2^5·3·47
4513	2.357865781041e-6	1	2	4514	1	1	4514	gauge boson (light)	4513 (prime)
4514	3.671087767538e-6	0	8	7068	3	3	7068	spectator	2·37·61
4515	1.669091135790e-5	0	16	8448	4	4	8448	heavy fermion	3·5·7·43
4516	3.549154375537e-6	0	6	7910	2	3	7910	spectator	2^2·1129
4517	1.242026861072e-7	1	2	4518	1	1	4518	gauge boson (light)	4517 (prime)
4518	1.152525186712e-5	0	12	9828	3	4	9828	fermion	2·3^2·251
4519	7.971681849904e-8	1	2	4520	1	1	4520	gauge boson (light)	4519 (prime)
4520	2.574095040561e-5	0	16	10260	3	5	10260	heavy fermion	2^3·5·113
4521	2.723241771711e-6	0	8	6624	3	3	6624	spectator	3·11·137
4522	7.150855683107e-6	0	16	8640	4	4	8640	fermion	2·7·17·19
