k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
3224	1.180212825897e-4	0	16	6720	3	5	6720	heavy fermion	2^3·13·31
3225	1.150470843153e-5	0	12	5456	3	4	5456	fermion	3·5^2·43
3226	1.114072076402e-5	0	4	4842	2	2	4842	fermion	2·1613
3227	1.390047836033e-4	0	4	3696	2	2	3696	heavy fermion	7·461
3228	1.386094114259e-4	0	12	7560	3	4	7560	heavy fermion	2^2·3·269
3229	3.568907239113e-6	1	2	3230	1	1	3230	gauge boson	3229 (prime)
3230	1.331795953320e-5	0	16	6480	4	4	6480	fermion	2·5·17·19
3231	6.753106139554e-6	0	6	4680	2	3	4680	light fermion	3^2·359
3232	2.205775114905e-8	0	12	6426	2	6	6426	spectator	2^5·101
3233	5.504932706474e-8	0	4	3348	2	2	3348	spectator	53·61
3234	9.505435236452e-6	0	24	8208	4	5	8208	fermion	2·3·7^2·11
3235	5.690550909852e-7	0	4	3888	2	2	3888	spectator	5·647
3236	1.898593679930e-8	0	6	5670	2	3	5670	spectator	2^2·809
3237	1.417217566412e-5	0	8	4704	3	3	4704	heavy fermion	3·13·83
3238	5.311289197801e-7	0	4	4860	2	2	4860	spectator	2·1619
3239	2.760929308421e-5	0	4	3360	2	2	3360	heavy fermion	41·79
3240	1.114139127209e-6	0	40	10890	3	8	10890	spectator	2^3·3^4·5
3241	6.133194900142e-6	0	4	3712	2	2	3712	light fermion	7·463
3242	2.235169694242e-6	0	4	4866	2	2	4866	spectator	2·1621
3243	4.965306633518e-6	0	8	4608	3	3	4608	light fermion	3·23·47
3244	2.381444662385e-6	0	6	5684	2	3	5684	spectator	2^2·811
3245	3.975410094798e-6	0	8	4320	3	3	4320	spectator	5·11·59
3246	2.299250466424e-5	0	8	6504	3	3	6504	heavy fermion	2·3·541
3247	1.264063861331e-7	0	4	3456	2	2	3456	spectator	17·191
3248	1.949380668697e-4	0	20	7440	3	6	7440	heavy fermion	2^4·7·29
3249	1.980345987859e-5	0	9	4953	2	4	4953	heavy fermion	3^2·19^2
3250	3.505407129177e-4	0	16	6552	3	5	6552	heavy fermion	2·5^3·13
3251	6.227280460041e-6	1	2	3252	1	1	3252	excited boson	3251 (prime)
3252	9.643129427370e-5	0	12	7616	3	4	7616	heavy fermion	2^2·3·271
3253	1.241220707975e-6	1	2	3254	1	1	3254	gauge boson (light)	3253 (prime)
3254	7.814780736608e-6	0	4	4884	2	2	4884	fermion	2·1627
3255	1.217852724030e-4	0	16	6144	4	4	6144	heavy fermion	3·5·7·31
3256	1.275655776047e-4	0	16	6840	3	5	6840	heavy fermion	2^3·11·37
3257	3.389437346384e-6	1	2	3258	1	1	3258	gauge boson	3257 (prime)
3258	5.339312130528e-5	0	12	7098	3	4	7098	heavy fermion	2·3^2·181
3259	8.572217778117e-6	1	2	3260	1	1	3260	excited boson	3259 (prime)
3260	1.153920252682e-6	0	12	6888	3	4	6888	spectator	2^2·5·163
3261	8.797349741425e-6	0	4	4352	2	2	4352	fermion	3·1087
3262	1.118299683423e-4	0	8	5616	3	3	5616	heavy fermion	2·7·233
3263	3.942917399079e-4	0	4	3528	2	2	3528	heavy fermion	13·251
3264	8.223988559283e-6	0	28	9144	3	8	9144	fermion	2^6·3·17
3265	7.320061640680e-6	0	4	3924	2	2	3924	fermion	5·653
3266	4.844465004976e-7	0	8	5184	3	3	5184	spectator	2·23·71
3267	3.539012016444e-8	0	12	5320	2	5	5320	spectator	3^3·11^2
3268	6.919286900281e-6	0	12	6160	3	4	6160	light fermion	2^2·19·43
3269	4.188480202988e-5	0	4	3744	2	2	3744	heavy fermion	7·467
3270	7.493222328640e-6	0	16	7920	4	4	7920	fermion	2·3·5·109
3271	9.560565004649e-7	1	2	3272	1	1	3272	gauge boson (light)	3271 (prime)
3272	1.178060673561e-6	0	8	6150	2	4	6150	spectator	2^3·409
3273	2.732325514013e-6	0	4	4368	2	2	4368	spectator	3·1091
3274	2.988829116172e-6	0	4	4914	2	2	4914	spectator	2·1637
3275	1.621350690750e-5	0	6	4092	2	3	4092	heavy fermion	5^2·131
3276	7.532594538062e-5	0	36	10192	4	6	10192	heavy fermion	2^2·3^2·7·13
3277	1.571464278764e-5	0	4	3420	2	2	3420	heavy fermion	29·113
3278	2.214729467929e-4	0	8	5400	3	3	5400	heavy fermion	2·11·149
3279	8.564189799187e-6	0	4	4376	2	2	4376	fermion	3·1093
3280	3.631714742859e-8	0	20	7812	3	6	7812	spectator	2^4·5·41
3281	1.653767661673e-6	0	4	3492	2	2	3492	spectator	17·193
3282	8.228567953657e-6	0	8	6576	3	3	6576	fermion	2·3·547
3283	6.702652652851e-6	0	6	3876	2	3	3876	light fermion	7^2·67
3284	3.021673286255e-7	0	6	5754	2	3	5754	spectator	2^2·821
3285	9.449668654410e-6	0	12	5772	3	4	5772	fermion	3^2·5·73
3286	2.007223930654e-6	0	8	5184	3	3	5184	spectator	2·31·53
3287	1.136285675306e-8	0	4	3480	2	2	3480	spectator	19·173
3288	5.187024574838e-5	0	16	8280	3	5	8280	heavy fermion	2^3·3·137
3289	2.001697522602e-5	0	8	4032	3	3	4032	heavy fermion	11·13·23
3290	5.881825705614e-5	0	16	6912	4	4	6912	heavy fermion	2·5·7·47
3291	2.912584657775e-6	0	4	4392	2	2	4392	spectator	3·1097
3292	9.621061614658e-7	0	6	5768	2	3	5768	spectator	2^2·823
3293	1.270492785596e-6	0	4	3420	2	2	3420	spectator	37·89
3294	4.345916983061e-5	0	16	7440	3	5	7440	heavy fermion	2·3^3·61
3295	4.860753688545e-7	0	4	3960	2	2	3960	spectator	5·659
3296	7.056919323452e-9	0	12	6552	2	6	6552	spectator	2^5·103
3297	1.067730330440e-4	0	8	5056	3	3	5056	heavy fermion	3·7·157
3298	1.902913591280e-6	0	8	5292	3	3	5292	spectator	2·17·97
3299	1.738578243083e-6	1	2	3300	1	1	3300	gauge boson (light)	3299 (prime)
3300	1.768141481505e-4	0	36	10416	4	6	10416	heavy fermion	2^2·3·5^2·11
3301	9.239986398531e-6	1	2	3302	1	1	3302	excited boson	3301 (prime)
3302	6.220437545370e-7	0	8	5376	3	3	5376	spectator	2·13·127
3303	9.928454895111e-6	0	6	4784	2	3	4784	fermion	3^2·367
3304	3.550507449249e-4	0	16	7200	3	5	7200	heavy fermion	2^3·7·59
3305	1.116134532155e-5	0	4	3972	2	2	3972	fermion	5·661
3306	2.374353416421e-5	0	16	7200	4	4	7200	heavy fermion	2·3·19·29
3307	5.406779114657e-6	1	2	3308	1	1	3308	excited boson	3307 (prime)
3308	8.408110024348e-6	0	6	5796	2	3	5796	fermion	2^2·827
3309	1.940250729578e-9	0	4	4416	2	2	4416	spectator	3·1103
3310	2.979244542415e-6	0	8	5976	3	3	5976	spectator	2·5·331
3311	2.184154259045e-4	0	8	4224	3	3	4224	heavy fermion	7·11·43
3312	4.317344398616e-6	0	30	9672	3	7	9672	spectator	2^4·3^2·23
3313	1.358475842223e-7	1	2	3314	1	1	3314	gauge boson (light)	3313 (prime)
3314	5.540564925702e-7	0	4	4974	2	2	4974	spectator	2·1657
3315	5.327857961470e-6	0	16	6048	4	4	6048	light fermion	3·5·13·17
3316	1.310732465141e-6	0	6	5810	2	3	5810	spectator	2^2·829
3317	1.073784653333e-8	0	4	3456	2	2	3456	spectator	31·107
3318	1.156504423508e-4	0	16	7680	4	4	7680	heavy fermion	2·3·7·79
3319	1.853102964446e-7	1	2	3320	1	1	3320	gauge boson (light)	3319 (prime)
3320	1.025929442129e-5	0	16	7560	3	5	7560	fermion	2^3·5·83
3321	2.024532896004e-5	0	10	5082	2	5	5082	heavy fermion	3^4·41
3322	2.184146031450e-4	0	8	5472	3	3	5472	heavy fermion	2·11·151
3323	6.230737241958e-6	1	2	3324	1	1	3324	excited boson	3323 (prime)
3324	6.064468314815e-5	0	12	7784	3	4	7784	heavy fermion	2^2·3·277
3325	5.527948509007e-5	0	12	4960	3	4	4960	heavy fermion	5^2·7·19
3326	2.213953943465e-5	0	4	4992	2	2	4992	heavy fermion	2·1663
3327	6.709116062376e-6	0	4	4440	2	2	4440	light fermion	3·1109
3328	2.067602339082e-5	0	18	7154	2	9	7154	heavy fermion	2^8·13
3329	1.051355470261e-5	1	2	3330	1	1	3330	excited boson	3329 (prime)
3330	1.656725326939e-4	0	24	8892	4	5	8892	heavy fermion	2·3^2·5·37
3331	8.356142885576e-6	1	2	3332	1	1	3332	excited boson	3331 (prime)
3332	3.141547592217e-4	0	18	7182	3	5	7182	heavy fermion	2^2·7^2·17
3333	6.836724068319e-6	0	8	4896	3	3	4896	light fermion	3·11·101
3334	4.498475009299e-7	0	4	5004	2	2	5004	spectator	2·1667
3335	4.663119644291e-7	0	8	4320	3	3	4320	spectator	5·23·29
3336	1.862933673567e-6	0	16	8400	3	5	8400	spectator	2^3·3·139
3337	1.567738792694e-6	0	4	3456	2	2	3456	spectator	47·71
3338	2.188280973759e-6	0	4	5010	2	2	5010	spectator	2·1669
3339	3.381703511352e-5	0	12	5616	3	4	5616	heavy fermion	3^2·7·53
3340	6.219212830478e-5	0	12	7056	3	4	7056	heavy fermion	2^2·5·167
3341	2.734562876605e-6	0	4	3612	2	2	3612	spectator	13·257
3342	1.218871748760e-5	0	8	6696	3	3	6696	fermion	2·3·557
3343	2.383146039110e-6	1	2	3344	1	1	3344	gauge boson	3343 (prime)
3344	9.510107013082e-5	0	20	7440	3	6	7440	heavy fermion	2^4·11·19
3345	1.347229642644e-5	0	8	5376	3	3	5376	fermion	3·5·223
3346	1.128337666886e-3	0	8	5760	3	3	5760	heavy fermion	2·7·239
3347	1.513783848955e-6	1	2	3348	1	1	3348	gauge boson (light)	3347 (prime)
3348	3.770593366285e-5	0	24	8960	3	6	8960	heavy fermion	2^2·3^3·31
3349	7.903955111093e-6	0	4	3564	2	2	3564	fermion	17·197
3350	8.147558582637e-8	0	12	6324	3	4	6324	spectator	2·5^2·67
3351	1.747738355427e-9	0	4	4472	2	2	4472	spectator	3·1117
3352	1.960664625837e-6	0	8	6300	2	4	6300	spectator	2^3·419
3353	1.154847745301e-4	0	4	3840	2	2	3840	heavy fermion	7·479
3354	2.402993282452e-5	0	16	7392	4	4	7392	heavy fermion	2·3·13·43
3355	2.333544407448e-5	0	8	4464	3	3	4464	heavy fermion	5·11·61
3356	2.148200242387e-7	0	6	5880	2	3	5880	spectator	2^2·839
3357	5.391082280471e-6	0	6	4862	2	3	4862	light fermion	3^2·373
3358	1.512021377634e-6	0	8	5328	3	3	5328	spectator	2·23·73
3359	6.914751022625e-7	1	2	3360	1	1	3360	gauge boson (light)	3359 (prime)
3360	3.402658722421e-4	0	48	12096	4	8	12096	heavy fermion	2^5·3·5·7
3361	6.728533320054e-9	1	2	3362	1	1	3362	gauge boson (light)	3361 (prime)
3362	2.670623955119e-7	0	6	5169	2	3	5169	spectator	2·41^2
3363	1.685069071852e-7	0	8	4800	3	3	4800	spectator	3·19·59
3364	1.581296111859e-6	0	9	6097	2	4	6097	spectator	2^2·29^2
3365	6.306648252460e-8	0	4	4044	2	2	4044	spectator	5·673
3366	4.593077263986e-5	0	24	8424	4	5	8424	heavy fermion	2·3^2·11·17
3367	1.381133955576e-4	0	8	4256	3	3	4256	heavy fermion	7·13·37
3368	3.044685724641e-6	0	8	6330	2	4	6330	spectator	2^3·421
3369	3.535938190070e-7	0	4	4496	2	2	4496	spectator	3·1123
3370	1.915459134898e-5	0	8	6084	3	3	6084	heavy fermion	2·5·337
3371	8.126974759238e-7	1	2	3372	1	1	3372	gauge boson (light)	3371 (prime)
3372	3.870560438255e-7	0	12	7896	3	4	7896	spectator	2^2·3·281
3373	4.697267863791e-10	1	2	3374	1	1	3374	gauge boson (light)	3373 (prime)
3374	1.845162961205e-4	0	8	5808	3	3	5808	heavy fermion	2·7·241
3375	5.171942426677e-5	0	16	6240	2	6	6240	heavy fermion	3^3·5^3
3376	2.161743755474e-7	0	10	6572	2	5	6572	spectator	2^4·211
3377	1.827187138675e-5	0	4	3696	2	2	3696	heavy fermion	11·307
3378	5.610324615604e-8	0	8	6768	3	3	6768	spectator	2·3·563
3379	1.305248894345e-6	0	4	3520	2	2	3520	spectator	31·109
3380	6.824979923904e-6	0	18	7686	3	5	7686	light fermion	2^2·5·13^2
3381	2.180824875239e-5	0	12	5472	3	4	5472	heavy fermion	3·7^2·23
3382	4.928682741729e-6	0	8	5400	3	3	5400	light fermion	2·19·89
3383	1.891650817172e-7	0	4	3600	2	2	3600	spectator	17·199
3384	5.595092554036e-6	0	24	9360	3	6	9360	light fermion	2^3·3^2·47
3385	2.706776716032e-12	0	4	4068	2	2	4068	spectator	5·677
3386	2.340313614707e-6	0	4	5082	2	2	5082	spectator	2·1693
3387	2.173240887075e-6	0	4	4520	2	2	4520	spectator	3·1129
3388	1.536494077013e-5	0	18	7448	3	5	7448	heavy fermion	2^2·7·11^2
3389	5.289988024208e-9	1	2	3390	1	1	3390	gauge boson (light)	3389 (prime)
3390	1.678196521330e-7	0	16	8208	4	4	8208	spectator	2·3·5·113
3391	8.442036239528e-7	1	2	3392	1	1	3392	gauge boson (light)	3391 (prime)
3392	5.225337789682e-6	0	14	6858	2	7	6858	light fermion	2^6·53
3393	3.955053513123e-6	0	12	5460	3	4	5460	spectator	3^2·13·29
3394	3.379658148274e-6	0	4	5094	2	2	5094	spectator	2·1697
3395	4.083461114476e-5	0	8	4704	3	3	4704	heavy fermion	5·7·97
3396	4.813925984922e-6	0	12	7952	3	4	7952	light fermion	2^2·3·283
3397	9.302056014783e-6	0	4	3520	2	2	3520	fermion	43·79
3398	6.869095110534e-7	0	4	5100	2	2	5100	spectator	2·1699
3399	2.330289819168e-5	0	8	4992	3	3	4992	heavy fermion	3·11·103
3400	6.714926429581e-6	0	24	8370	3	6	8370	light fermion	2^3·5^2·17
3401	7.519388132293e-7	0	4	3600	2	2	3600	spectator	19·179
3402	2.051771520695e-4	0	24	8736	3	7	8736	heavy fermion	2·3^5·7
3403	4.633465761812e-7	0	4	3528	2	2	3528	spectator	41·83
3404	7.943870368650e-6	0	12	6384	3	4	6384	fermion	2^2·23·37
3405	3.187479712200e-5	0	8	5472	3	3	5472	heavy fermion	3·5·227
3406	3.844829988146e-6	0	8	5544	3	3	5544	spectator	2·13·131
3407	1.318435453437e-6	1	2	3408	1	1	3408	gauge boson (light)	3407 (prime)
3408	3.480498495424e-5	0	20	8928	3	6	8928	heavy fermion	2^4·3·71
3409	6.507566585433e-7	0	4	3904	2	2	3904	spectator	7·487
3410	6.446534933963e-5	0	16	6912	4	4	6912	heavy fermion	2·5·11·31
3411	1.075072834349e-5	0	6	4940	2	3	4940	fermion	3^2·379
3412	7.334605029125e-6	0	6	5978	2	3	5978	fermion	2^2·853
3413	1.193017841665e-5	1	2	3414	1	1	3414	excited boson	3413 (prime)
3414	1.831743388591e-5	0	8	6840	3	3	6840	heavy fermion	2·3·569
3415	1.740829045310e-5	0	4	4104	2	2	4104	heavy fermion	5·683
3416	2.327078948038e-5	0	16	7440	3	5	7440	heavy fermion	2^3·7·61
3417	1.802903453790e-5	0	8	4896	3	3	4896	heavy fermion	3·17·67
3418	4.567709387754e-7	0	4	5130	2	2	5130	spectator	2·1709
3419	1.169239189545e-5	0	4	3696	2	2	3696	fermion	13·263
3420	2.530047637628e-5	0	36	10920	4	6	10920	heavy fermion	2^2·3^2·5·19
3421	2.546453012994e-4	0	4	3744	2	2	3744	heavy fermion	11·311
3422	1.850421764765e-5	0	8	5400	3	3	5400	heavy fermion	2·29·59
3423	2.355258002000e-5	0	8	5248	3	3	5248	heavy fermion	3·7·163
3424	1.840841923660e-5	0	12	6804	2	6	6804	heavy fermion	2^5·107
3425	1.961992807089e-6	0	6	4278	2	3	4278	spectator	5^2·137
3426	1.181439950254e-4	0	8	6864	3	3	6864	heavy fermion	2·3·571
3427	2.378983329191e-5	0	4	3600	2	2	3600	heavy fermion	23·149
3428	1.692410001944e-5	0	6	6006	2	3	6006	heavy fermion	2^2·857
3429	1.247722986781e-5	0	8	5120	2	4	5120	fermion	3^3·127
3430	1.095657512034e-7	0	16	7200	3	5	7200	spectator	2·5·7^3
3431	7.813335794744e-6	0	4	3552	2	2	3552	fermion	47·73
3432	3.262683793675e-4	0	32	10080	4	6	10080	heavy fermion	2^3·3·11·13
3433	3.586700010832e-6	1	2	3434	1	1	3434	gauge boson	3433 (prime)
3434	8.386545057653e-6	0	8	5508	3	3	5508	fermion	2·17·101
3435	1.201209772956e-5	0	8	5520	3	3	5520	fermion	3·5·229
3436	4.152842816250e-7	0	6	6020	2	3	6020	spectator	2^2·859
3437	2.686032214470e-7	0	4	3936	2	2	3936	spectator	7·491
3438	2.524840615059e-5	0	12	7488	3	4	7488	heavy fermion	2·3^2·191
3439	5.577399065675e-7	0	4	3640	2	2	3640	spectator	19·181
3440	2.357430448388e-7	0	20	8184	3	6	8184	spectator	2^4·5·43
3441	4.938559240847e-6	0	8	4864	3	3	4864	light fermion	3·31·37
3442	5.154647926079e-6	0	4	5166	2	2	5166	light fermion	2·1721
3443	3.275230037409e-5	0	4	3768	2	2	3768	heavy fermion	11·313
3444	4.630260697105e-5	0	24	9408	4	5	9408	heavy fermion	2^2·3·7·41
3445	2.550121149454e-5	0	8	4536	3	3	4536	heavy fermion	5·13·53
3446	1.408586120615e-5	0	4	5172	2	2	5172	fermion	2·1723
3447	7.459933928939e-7	0	6	4992	2	3	4992	spectator	3^2·383
3448	1.129460076752e-5	0	8	6480	2	4	6480	fermion	2^3·431
3449	1.378447154411e-6	1	2	3450	1	1	3450	gauge boson (light)	3449 (prime)
3450	3.182215921578e-9	0	24	8928	4	5	8928	spectator	2·3·5^2·23
3451	6.390179196014e-6	0	8	4320	3	3	4320	light fermion	7·17·29
3452	1.305812472067e-6	0	6	6048	2	3	6048	spectator	2^2·863
3453	1.089666013180e-7	0	4	4608	2	2	4608	spectator	3·1151
3454	6.417854751361e-6	0	8	5688	3	3	5688	light fermion	2·11·157
3455	3.529848525702e-7	0	4	4152	2	2	4152	spectator	5·691
3456	1.269291814460e-5	0	32	10200	2	10	10200	fermion	2^7·3^3
3457	7.658107332867e-8	1	2	3458	1	1	3458	gauge boson (light)	3457 (prime)
3458	2.597254647481e-5	0	16	6720	4	4	6720	heavy fermion	2·7·13·19
3459	1.769865608247e-6	0	4	4616	2	2	4616	spectator	3·1153
3460	1.365032169974e-5	0	12	7308	3	4	7308	fermion	2^2·5·173
3461	9.077580010185e-7	1	2	3462	1	1	3462	gauge boson (light)	3461 (prime)
3462	1.090609519368e-4	0	8	6936	3	3	6936	heavy fermion	2·3·577
3463	5.533328219515e-6	1	2	3464	1	1	3464	excited boson	3463 (prime)
3464	7.619829714745e-6	0	8	6510	2	4	6510	fermion	2^3·433
3465	7.261068575534e-6	0	24	7488	4	5	7488	fermion	3^2·5·7·11
3466	1.306837266310e-5	0	4	5202	2	2	5202	fermion	2·1733
3467	3.029492419031e-6	1	2	3468	1	1	3468	gauge boson	3467 (prime)
3468	1.246429656279e-5	0	18	8596	3	5	8596	fermion	2^2·3·17^2
3469	1.813178384983e-6	1	2	3470	1	1	3470	gauge boson (light)	3469 (prime)
3470	3.563627141206e-5	0	8	6264	3	3	6264	heavy fermion	2·5·347
3471	3.625087682182e-5	0	8	5040	3	3	5040	heavy fermion	3·13·89
3472	7.869308383785e-6	0	20	7936	3	6	7936	fermion	2^4·7·31
3473	1.348107702999e-5	0	4	3648	2	2	3648	fermion	23·151
3474	3.459273919808e-5	0	12	7566	3	4	7566	heavy fermion	2·3^2·193
3475	1.414107030543e-6	0	6	4340	2	3	4340	spectator	5^2·139
3476	4.606875556077e-5	0	12	6720	3	4	6720	heavy fermion	2^2·11·79
3477	1.043224384899e-5	0	8	4960	3	3	4960	fermion	3·19·61
3478	1.363482141080e-5	0	8	5472	3	3	5472	fermion	2·37·47
3479	7.256956666764e-6	0	6	4104	2	3	4104	fermion	7^2·71
3480	9.329318168253e-6	0	32	10800	4	6	10800	fermion	2^3·3·5·29
3481	6.553536520191e-6	0	3	3541	1	2	3541	light fermion	59^2
3482	5.067105854704e-6	0	4	5226	2	2	5226	light fermion	2·1741
3483	4.461701528757e-6	0	10	5324	2	5	5324	spectator	3^4·43
3484	5.169342200424e-5	0	12	6664	3	4	6664	heavy fermion	2^2·13·67
3485	7.959841636343e-5	0	8	4536	3	3	4536	heavy fermion	5·17·41
3486	3.615047739658e-5	0	16	8064	4	4	8064	heavy fermion	2·3·7·83
3487	5.833829137458e-6	0	4	3816	2	2	3816	light fermion	11·317
3488	4.461432465370e-6	0	12	6930	2	6	6930	spectator	2^5·109
3489	2.767620690424e-8	0	4	4656	2	2	4656	spectator	3·1163
3490	2.319969355370e-5	0	8	6300	3	3	6300	heavy fermion	2·5·349
3491	4.389668867262e-7	1	2	3492	1	1	3492	gauge boson (light)	3491 (prime)
3492	7.210435684654e-5	0	18	8918	3	5	8918	heavy fermion	2^2·3^2·97
3493	2.932616417113e-6	0	4	4000	2	2	4000	spectator	7·499
3494	2.280717748957e-6	0	4	5244	2	2	5244	spectator	2·1747
3495	1.313579235643e-4	0	8	5616	3	3	5616	heavy fermion	3·5·233
3496	1.375316372736e-6	0	16	7200	3	5	7200	spectator	2^3·19·23
3497	6.383474470169e-5	0	4	3780	2	2	3780	heavy fermion	13·269
3498	3.024847523478e-4	0	16	7776	4	4	7776	heavy fermion	2·3·11·53
3499	8.375620363008e-6	1	2	3500	1	1	3500	excited boson	3499 (prime)
3500	7.058696632132e-5	0	24	8736	3	6	8736	heavy fermion	2^2·5^3·7
3501	2.952681992467e-5	0	6	5070	2	3	5070	heavy fermion	3^2·389
3502	2.056988959885e-4	0	8	5616	3	3	5616	heavy fermion	2·17·103
3503	8.894155219891e-6	0	4	3648	2	2	3648	fermion	31·113
3504	1.076901995206e-4	0	20	9176	3	6	9176	heavy fermion	2^4·3·73
3505	2.226859446490e-7	0	4	4212	2	2	4212	spectator	5·701
3506	8.724161849604e-7	0	4	5262	2	2	5262	spectator	2·1753
3507	8.852544231547e-8	0	8	5376	3	3	5376	spectator	3·7·167
3508	1.310752075229e-8	0	6	6146	2	3	6146	spectator	2^2·877
3509	1.550522251869e-6	0	6	3990	2	3	3990	spectator	11^2·29
3510	1.365773608056e-4	0	32	10080	4	6	10080	heavy fermion	2·3^3·5·13
3511	1.027474082894e-6	1	2	3512	1	1	3512	gauge boson (light)	3511 (prime)
3512	5.020749940813e-6	0	8	6600	2	4	6600	light fermion	2^3·439
3513	5.293055158085e-6	0	4	4688	2	2	4688	light fermion	3·1171
3514	1.435458512022e-4	0	8	6048	3	3	6048	heavy fermion	2·7·251
3515	5.305357085670e-6	0	8	4560	3	3	4560	light fermion	5·19·37
3516	1.701818862339e-4	0	12	8232	3	4	8232	heavy fermion	2^2·3·293
3517	4.874309296760e-6	1	2	3518	1	1	3518	excited boson	3517 (prime)
3518	1.093671876737e-5	0	4	5280	2	2	5280	fermion	2·1759
3519	1.010388681075e-4	0	12	5616	3	4	5616	heavy fermion	3^2·17·23
3520	3.720457302817e-6	0	28	9144	3	8	9144	spectator	2^6·5·11
3521	1.854733773114e-6	0	4	4032	2	2	4032	spectator	7·503
3522	2.101120554530e-4	0	8	7056	3	3	7056	heavy fermion	2·3·587
3523	1.193709252157e-5	0	4	3808	2	2	3808	fermion	13·271
3524	6.475125347464e-7	0	6	6174	2	3	6174	spectator	2^2·881
3525	3.652526041832e-6	0	12	5952	3	4	5952	spectator	3·5^2·47
3526	4.580414328294e-6	0	8	5544	3	3	5544	spectator	2·41·43
3527	5.592457006896e-7	1	2	3528	1	1	3528	gauge boson (light)	3527 (prime)
3528	2.437590321452e-5	0	36	11115	3	7	11115	heavy fermion	2^3·3^2·7^2
3529	1.936703273119e-7	1	2	3530	1	1	3530	gauge boson (light)	3529 (prime)
3530	9.464173222425e-6	0	8	6372	3	3	6372	fermion	2·5·353
3531	6.869641707408e-7	0	8	5184	3	3	5184	spectator	3·11·107
3532	2.303847884771e-8	0	6	6188	2	3	6188	spectator	2^2·883
3533	1.402322184916e-9	1	2	3534	1	1	3534	gauge boson (light)	3533 (prime)
3534	5.573858849761e-5	0	16	7680	4	4	7680	heavy fermion	2·3·19·31
3535	1.482931890988e-7	0	8	4896	3	3	4896	spectator	5·7·101
3536	6.697744124893e-5	0	20	7812	3	6	7812	heavy fermion	2^4·13·17
3537	1.180763817501e-5	0	8	5280	2	4	5280	fermion	3^3·131
3538	1.354258303828e-7	0	8	5580	3	3	5580	spectator	2·29·61
3539	5.547233361713e-7	1	2	3540	1	1	3540	gauge boson (light)	3539 (prime)
3540	2.141244433633e-4	0	24	10080	4	5	10080	heavy fermion	2^2·3·5·59
3541	1.310345284072e-7	1	2	3542	1	1	3542	gauge boson (light)	3541 (prime)
3542	9.368305174744e-5	0	16	6912	4	4	6912	heavy fermion	2·7·11·23
3543	1.544630060370e-5	0	4	4728	2	2	4728	heavy fermion	3·1181
3544	4.338590962685e-6	0	8	6660	2	4	6660	spectator	2^3·443
3545	3.934488028781e-6	0	4	4260	2	2	4260	spectator	5·709
3546	2.239542405663e-4	0	12	7722	3	4	7722	heavy fermion	2·3^2·197
3547	6.263593421281e-6	1	2	3548	1	1	3548	excited boson	3547 (prime)
3548	1.622246369777e-5	0	6	6216	2	3	6216	heavy fermion	2^2·887
3549	7.340216307132e-5	0	12	5856	3	4	5856	heavy fermion	3·7·13^2
3550	3.787611196339e-6	0	12	6696	3	4	6696	spectator	2·5^2·71
3551	4.049592086667e-7	0	4	3672	2	2	3672	spectator	53·67
3552	1.733328234067e-4	0	24	9576	3	7	9576	heavy fermion	2^5·3·37
3553	5.658424456965e-5	0	8	4320	3	3	4320	heavy fermion	11·17·19
3554	1.123725520433e-6	0	4	5334	2	2	5334	spectator	2·1777
3555	2.257916705975e-4	0	12	6240	3	4	6240	heavy fermion	3^2·5·79
3556	4.620906149222e-5	0	12	7168	3	4	7168	heavy fermion	2^2·7·127
3557	2.077501274470e-6	1	2	3558	1	1	3558	gauge boson (light)	3557 (prime)
3558	8.293574766205e-5	0	8	7128	3	3	7128	heavy fermion	2·3·593
3559	7.549376952390e-7	1	2	3560	1	1	3560	gauge boson (light)	3559 (prime)
3560	5.887865375712e-7	0	16	8100	3	5	8100	spectator	2^3·5·89
3561	8.136969883134e-6	0	4	4752	2	2	4752	fermion	3·1187
3562	1.565049938909e-6	0	8	5796	3	3	5796	spectator	2·13·137
3563	1.844028627253e-4	0	4	4080	2	2	4080	heavy fermion	7·509
3564	3.912223906014e-6	0	30	10164	3	7	10164	spectator	2^2·3^4·11
3565	1.415069104345e-8	0	8	4608	3	3	4608	spectator	5·23·31
3566	3.447750271361e-6	0	4	5352	2	2	5352	spectator	2·1783
3567	1.614849839173e-5	0	8	5040	3	3	5040	heavy fermion	3·29·41
3568	2.970889948297e-6	0	10	6944	2	5	6944	spectator	2^4·223
3569	6.367301939300e-7	0	4	3696	2	2	3696	spectator	43·83
3570	5.514119441586e-6	0	32	10368	5	5	10368	light fermion	2·3·5·7·17
3571	1.742345388805e-7	1	2	3572	1	1	3572	gauge boson (light)	3571 (prime)
