j	k	gcd	formula	integral	error	digits	certified	time_ms
41	48	1	2.489394179798280e-2	2.489393569940087e-2	6.09858e-9	8	true	20644.5
41	49	1	2.447095482864606e-2	2.447094873008539e-2	6.09856e-9	8	true	19218.7
41	50	1	2.406955281503491e-2	2.406954671649644e-2	6.09854e-9	8	true	21438.1
42	43	1	2.814064806518631e-2	2.814064211171216e-2	5.95347e-9	8	true	20755.5
42	44	2	2.724849135620341e-2	2.724848539953729e-2	5.95667e-9	8	true	21722.3
42	45	3	2.651709236798980e-2	2.651708640617031e-2	5.96182e-9	8	true	20815.6
42	46	2	2.588655149470545e-2	2.588654553822702e-2	5.95648e-9	8	true	21654.6
42	47	1	2.533129229972769e-2	2.533128634635674e-2	5.95337e-9	8	true	21244.0
42	48	6	2.484290909843950e-2	2.484290311064248e-2	5.98780e-9	8	true	19582.0
42	49	7	2.439639041048700e-2	2.439638441087804e-2	5.99961e-9	8	true	19341.0
42	50	2	2.397191460168325e-2	2.397190864553704e-2	5.95615e-9	8	true	20161.0
43	44	1	2.752183398106402e-2	2.752182816610557e-2	5.81496e-9	8	true	20548.9
43	45	1	2.666319053007019e-2	2.666318471512650e-2	5.81494e-9	8	true	21417.9
43	46	1	2.595748516823114e-2	2.595747935330966e-2	5.81492e-9	8	true	21463.5
43	47	1	2.535006756754050e-2	2.535006175263942e-2	5.81490e-9	8	true	21374.6
43	48	1	2.481353105526909e-2	2.481352524038781e-2	5.81488e-9	8	true	20900.2
43	49	1	2.433449706188310e-2	2.433449124702445e-2	5.81486e-9	8	true	22211.9
43	50	1	2.389941979171583e-2	2.389941397687506e-2	5.81484e-9	8	true	20828.3
44	45	1	2.692972817708406e-2	2.692972249432962e-2	5.68275e-9	8	true	21888.7
44	46	2	2.610330104384958e-2	2.610329535830368e-2	5.68555e-9	8	true	20613.4
44	47	1	2.542235067301011e-2	2.542234499028681e-2	5.68272e-9	8	true	22771.5
44	48	4	2.483797755993102e-2	2.483797186377664e-2	5.69615e-9	8	true	20009.6
44	49	1	2.431767350797382e-2	2.431766782529087e-2	5.68268e-9	8	true	20856.9
44	50	2	2.385192922473485e-2	2.385192353948735e-2	5.68525e-9	8	true	20747.2
45	46	1	2.636263532920180e-2	2.636262977277214e-2	5.55643e-9	8	true	22444.2
45	47	1	2.556601449335157e-2	2.556600893693648e-2	5.55642e-9	8	true	22349.2
45	48	3	2.491002395733328e-2	2.491001839407683e-2	5.56326e-9	8	true	20857.8
45	49	1	2.434220784956823e-2	2.434220229318254e-2	5.55639e-9	8	true	21040.2
45	50	5	2.384453033792790e-2	2.384452476181053e-2	5.57612e-9	8	true	19060.1
46	47	1	2.581900076077132e-2	2.581899532515653e-2	5.43561e-9	8	true	21387.2
46	48	2	2.505106846799943e-2	2.505106302994218e-2	5.43806e-9	8	true	22141.6
46	49	1	2.441633832015893e-2	2.441633288458224e-2	5.43558e-9	8	true	21060.3
46	50	2	2.386808683644132e-2	2.386808139852254e-2	5.43792e-9	8	true	21386.7
47	48	1	2.529739614464143e-2	2.529739082472292e-2	5.31992e-9	8	true	21773.9
47	49	1	2.455609860906749e-2	2.455609328916190e-2	5.31991e-9	8	true	23127.4
47	50	1	2.394287758244090e-2	2.394287226255204e-2	5.31989e-9	8	true	21064.4
48	49	1	2.479650691533340e-2	2.479650170628175e-2	5.20905e-9	8	true	21092.3
48	50	2	2.408087548476096e-2	2.408087027354882e-2	5.21121e-9	8	true	22775.5
49	50	1	2.431512115729382e-2	2.431511605457370e-2	5.10272e-9	8	true	21919.2
