k	lambda_k
26148	1.851358149890189e-6
26149	1.851606439360471e-6
26150	1.851789093302593e-6
26151	1.852409446036586e-6
26152	1.852571485644605e-6
26153	1.853121797148475e-6
26154	1.853445780846703e-6
26155	1.853725806979719e-6
26156	1.854064466314115e-6
26157	1.854571582047313e-6
26158	1.854763775996859e-6
26159	1.855159724297397e-6
26160	1.855366827833152e-6
26161	1.855628923534557e-6
26162	1.856144731613131e-6
26163	1.856240001596707e-6
26164	1.856669901560073e-6
26165	1.857331545233560e-6
26166	1.857397981047870e-6
26167	1.858017782386437e-6
26168	1.858259884201833e-6
26169	1.858644064570089e-6
26170	1.858709142384098e-6
26171	1.859255773674699e-6
26172	1.859495092248973e-6
26173	1.859832588969631e-6
26174	1.860172590308737e-6
26175	1.860382416904571e-6
26176	1.860756334845024e-6
26177	1.861207174267225e-6
26178	1.861911556384526e-6
26179	1.862019649539594e-6
26180	1.862616183227884e-6
26181	1.863336789634727e-6
26182	1.863553495907672e-6
26183	1.863605528148420e-6
26184	1.864207228501773e-6
26185	1.864414310702121e-6
26186	1.865010201276224e-6
26187	1.865179058744081e-6
26188	1.865235360495363e-6
26189	1.865594889710077e-6
26190	1.866043459719049e-6
26191	1.866534773694324e-6
26192	1.866874371772225e-6
26193	1.867430822520031e-6
26194	1.867722851241778e-6
26195	1.868070679448855e-6
26196	1.868438794425633e-6
26197	1.868690923289138e-6
26198	1.869006217907989e-6
26199	1.869659444251712e-6
26200	1.869877124366048e-6
26201	1.870451355187100e-6
26202	1.870753684012502e-6
26203	1.870987495729763e-6
26204	1.871170011593473e-6
26205	1.871436216471118e-6
26206	1.872067531383527e-6
26207	1.872325187248998e-6
26208	1.872861955872635e-6
26209	1.872923846123917e-6
26210	1.873459769298991e-6
26211	1.873520806570355e-6
26212	1.874538642363267e-6
26213	1.874969893448846e-6
26214	1.875140721789994e-6
26215	1.875644496328052e-6
26216	1.875966780847095e-6
26217	1.876354560421385e-6
26218	1.876500755670633e-6
26219	1.876781869020395e-6
26220	1.877118141956426e-6
26221	1.877602421486180e-6
26222	1.877937044644655e-6
26223	1.878099269453341e-6
26224	1.878304262882850e-6
26225	1.879043619330107e-6
26226	1.879381733955291e-6
26227	1.879770483433338e-6
26228	1.880100209075783e-6
26229	1.880462076276713e-6
26230	1.880813862496243e-6
26231	1.881061670372936e-6
26232	1.881193162062188e-6
26233	1.882172555074252e-6
26234	1.882332535161641e-6
26235	1.882716763600936e-6
26236	1.883107848688949e-6
26237	1.883332450208586e-6
26238	1.883671916226058e-6
26239	1.884051661243347e-6
26240	1.884292948975943e-6
26241	1.884961167384352e-6
26242	1.885246253739612e-6
26243	1.885901393560090e-6
26244	1.886000240515191e-6
26245	1.886128498047966e-6
26246	1.886746959366944e-6
26247	1.886899924941194e-6
26248	1.887505429979489e-6
26249	1.888210261455799e-6
26250	1.888340599579614e-6
26251	1.888735050236414e-6
26252	1.889045170642070e-6
26253	1.889234267713235e-6
26254	1.889672931347392e-6
26255	1.890423781913224e-6
26256	1.890492315846826e-6
26257	1.891088315423871e-6
26258	1.891377606277805e-6
26259	1.891995066534208e-6
26260	1.892304728668701e-6
26261	1.892588467504320e-6
26262	1.892980559224293e-6
26263	1.893240074897262e-6
26264	1.893493267979379e-6
26265	1.893702552343130e-6
26266	1.894027577577024e-6
26267	1.894512604605099e-6
26268	1.894941170122683e-6
26269	1.895231107566045e-6
26270	1.895559190008591e-6
26271	1.895805506810242e-6
26272	1.895948270312779e-6
26273	1.896433877528043e-6
26274	1.896933430655569e-6
26275	1.897182697379125e-6
26276	1.897885697545015e-6
26277	1.898019364395118e-6
26278	1.898414930142691e-6
26279	1.898943419672170e-6
26280	1.899045088847789e-6
26281	1.899547466345594e-6
26282	1.899681169431198e-6
26283	1.900005054809188e-6
26284	1.900687744663587e-6
26285	1.900840704456507e-6
26286	1.901124528627372e-6
26287	1.901950651760899e-6
26288	1.902332646035818e-6
26289	1.902547395045371e-6
26290	1.902713271502602e-6
26291	1.903326390797000e-6
26292	1.903516079418231e-6
26293	1.903586448885615e-6
26294	1.904266083083237e-6
26295	1.904601220419475e-6
26296	1.904887661589021e-6
26297	1.905376243115753e-6
26298	1.905753286724604e-6
26299	1.906175883431474e-6
26300	1.906208781887464e-6
26301	1.906455856580407e-6
26302	1.907394931667748e-6
26303	1.907714521180776e-6
26304	1.907862855055527e-6
26305	1.908485064196466e-6
26306	1.908853161271017e-6
26307	1.909127395610331e-6
26308	1.909591604711371e-6
26309	1.909907846940458e-6
26310	1.910304518910442e-6
26311	1.910578081155131e-6
26312	1.911315739821470e-6
26313	1.911554134110624e-6
26314	1.912084163549875e-6
26315	1.912265859965882e-6
26316	1.912676869828240e-6
26317	1.912809689525151e-6
26318	1.913125908390964e-6
26319	1.913817664847027e-6
26320	1.914077238594326e-6
26321	1.914438009142523e-6
26322	1.914544327089045e-6
26323	1.915433957038563e-6
26324	1.915742708701882e-6
26325	1.915962536776135e-6
26326	1.916189063248837e-6
26327	1.916846317551773e-6
26328	1.917042815015779e-6
26329	1.917655351176549e-6
26330	1.917964320432071e-6
26331	1.918300020206795e-6
26332	1.918653579298637e-6
26333	1.919087377668798e-6
26334	1.919222019220025e-6
26335	1.919566423098192e-6
26336	1.919630700783625e-6
26337	1.920030796393121e-6
26338	1.920231231910998e-6
26339	1.920868380765986e-6
26340	1.921287398006512e-6
26341	1.921493670362062e-6
26342	1.921663790492647e-6
26343	1.922188266934356e-6
26344	1.922582865899520e-6
26345	1.922818526597608e-6
26346	1.923165386073277e-6
26347	1.923409248811631e-6
26348	1.923736428608878e-6
26349	1.924310262048182e-6
26350	1.924395505030515e-6
26351	1.924740606259192e-6
26352	1.924952051777552e-6
26353	1.925520495658578e-6
26354	1.925663681080929e-6
26355	1.926045666627558e-6
26356	1.926737535009007e-6
26357	1.927324691473021e-6
26358	1.927646448053911e-6
26359	1.927854368542544e-6
26360	1.927982731072379e-6
26361	1.928118172874653e-6
26362	1.928524228717323e-6
26363	1.929342637519878e-6
26364	1.929632519263510e-6
26365	1.929669791402030e-6
26366	1.930126592833344e-6
26367	1.930441402852374e-6
26368	1.930792300956224e-6
26369	1.931176818644093e-6
26370	1.931454752957519e-6
26371	1.931924992422374e-6
26372	1.932185150510217e-6
26373	1.932538274915049e-6
26374	1.933018989912455e-6
26375	1.933174300005051e-6
26376	1.933463442671717e-6
26377	1.933734321738022e-6
26378	1.934153865981957e-6
26379	1.934466943969350e-6
26380	1.934769572663347e-6
26381	1.935130271240772e-6
26382	1.935346807726141e-6
26383	1.935826464344260e-6
26384	1.935994571479430e-6
26385	1.936402901484456e-6
26386	1.936540820411153e-6
26387	1.936919614790056e-6
26388	1.937424326083091e-6
26389	1.937801003313566e-6
26390	1.938717985638218e-6
26391	1.938910004673245e-6
26392	1.939128557870842e-6
26393	1.939814772956857e-6
26394	1.940199454542805e-6
26395	1.940333657034949e-6
26396	1.940568893331208e-6
26397	1.940767042599895e-6
26398	1.941237119202971e-6
26399	1.942013561216843e-6
26400	1.942375954987635e-6
26401	1.942667842504126e-6
26402	1.943005833080974e-6
26403	1.943265046797784e-6
26404	1.943476133511687e-6
26405	1.943741654535096e-6
26406	1.944215286724690e-6
26407	1.944431645071512e-6
26408	1.944746302325808e-6
26409	1.944960610422614e-6
26410	1.945518287595608e-6
26411	1.945755632540042e-6
26412	1.945890486263496e-6
26413	1.946899411025029e-6
26414	1.947185977651621e-6
26415	1.947310032702237e-6
26416	1.947568162531204e-6
26417	1.947743707517792e-6
26418	1.948264460461604e-6
26419	1.948728868714061e-6
26420	1.949021077894192e-6
26421	1.949193597959223e-6
26422	1.949533196242813e-6
26423	1.949751320624910e-6
26424	1.950265451728816e-6
26425	1.950751489826265e-6
26426	1.950836870359765e-6
26427	1.951291957176287e-6
26428	1.951687056020058e-6
26429	1.951977472220188e-6
26430	1.952120278145638e-6
26431	1.952364545401386e-6
26432	1.952790549350819e-6
26433	1.953204302152870e-6
26434	1.953521548512870e-6
26435	1.954033524662145e-6
26436	1.954166817832425e-6
26437	1.954370023998924e-6
26438	1.954890375998637e-6
26439	1.955092116358230e-6
26440	1.955350735866795e-6
26441	1.955856119016573e-6
26442	1.956060884192488e-6
26443	1.956406749708318e-6
26444	1.957114325890336e-6
26445	1.957670870056104e-6
26446	1.957741730985984e-6
26447	1.958059190042166e-6
26448	1.958482832931383e-6
26449	1.958745600841853e-6
26450	1.958892431856931e-6
26451	1.959348424538153e-6
26452	1.959452686428130e-6
26453	1.960214145596140e-6
26454	1.960701295104881e-6
26455	1.960845015926235e-6
26456	1.960967479393265e-6
26457	1.961454619451303e-6
26458	1.961837561855726e-6
26459	1.962442589360479e-6
26460	1.962525781860931e-6
26461	1.962828822493909e-6
26462	1.963100790194632e-6
26463	1.963655443852971e-6
26464	1.963812301298203e-6
26465	1.964446397238918e-6
26466	1.964577918315255e-6
26467	1.964774242948243e-6
26468	1.965045630728653e-6
26469	1.965220676214870e-6
26470	1.965630602410001e-6
26471	1.965899753937686e-6
26472	1.966477869126122e-6
26473	1.966651459383854e-6
26474	1.966681160088156e-6
26475	1.966972420100242e-6
26476	1.967339097426913e-6
26477	1.967508091251792e-6
26478	1.967679485359430e-6
26479	1.967992389058671e-6
26480	1.968388324380782e-6
26481	1.968492643553629e-6
26482	1.968551222894549e-6
26483	1.969177361156461e-6
26484	1.969625912522014e-6
26485	1.969774293417348e-6
26486	1.970062243478978e-6
26487	1.970497675370834e-6
26488	1.970680928047275e-6
26489	1.970991527853104e-6
26490	1.971446207498123e-6
26491	1.971934817914975e-6
26492	1.972082304914794e-6
26493	1.972299315922883e-6
26494	1.973037092759247e-6
26495	1.973195565121045e-6
26496	1.973305335548375e-6
26497	1.973551413331404e-6
26498	1.973845469850270e-6
26499	1.974324054589641e-6
26500	1.974760864655512e-6
26501	1.975029092924347e-6
26502	1.975269717744145e-6
26503	1.975332995179328e-6
26504	1.975386256724942e-6
26505	1.976126774431731e-6
26506	1.976407436005605e-6
26507	1.976672669515505e-6
26508	1.976990993203567e-6
26509	1.977242843917026e-6
26510	1.977442904030747e-6
26511	1.977735081316341e-6
26512	1.978040611307848e-6
26513	1.978572964780530e-6
26514	1.978831340243241e-6
26515	1.978889153290574e-6
26516	1.979116166360684e-6
26517	1.980055921640922e-6
26518	1.980431930648004e-6
26519	1.980913940607658e-6
26520	1.981159691339216e-6
26521	1.981211585451194e-6
26522	1.981583474276549e-6
26523	1.981725700338987e-6
26524	1.982184994423597e-6
26525	1.982596892937859e-6
26526	1.982745055053370e-6
26527	1.983159178593496e-6
26528	1.983299566593674e-6
26529	1.983873685580432e-6
26530	1.983979543361199e-6
26531	1.984535930825575e-6
26532	1.984873654066297e-6
26533	1.985274932261358e-6
26534	1.985527035068840e-6
26535	1.985882840803381e-6
26536	1.986016495456314e-6
26537	1.986684375790088e-6
26538	1.986734525831947e-6
26539	1.987001793283387e-6
26540	1.987287888571013e-6
26541	1.987871169800123e-6
26542	1.988111447292797e-6
26543	1.988539217118113e-6
26544	1.988569325729763e-6
26545	1.988847083433722e-6
26546	1.989252513629874e-6
26547	1.989467127183220e-6
26548	1.989557041264602e-6
26549	1.990010504292646e-6
26550	1.990519756148385e-6
26551	1.990859440918511e-6
26552	1.991402187542983e-6
26553	1.991639789255741e-6
26554	1.991744821961365e-6
26555	1.992391300608098e-6
26556	1.992773694803777e-6
26557	1.993272287394695e-6
26558	1.993545507436425e-6
26559	1.993725291960813e-6
26560	1.993911903777711e-6
26561	1.994404091011285e-6
26562	1.994494517691840e-6
26563	1.994602287085517e-6
26564	1.994942865191092e-6
26565	1.995222990800595e-6
26566	1.995429540527311e-6
26567	1.995781844159830e-6
26568	1.996296747095099e-6
26569	1.996447486596403e-6
26570	1.996684310750510e-6
26571	1.997034821401919e-6
26572	1.997461697495152e-6
26573	1.997953868462290e-6
26574	1.998147606688686e-6
26575	1.999127218771698e-6
26576	1.999140333440034e-6
26577	1.999417264559683e-6
26578	1.999583556482279e-6
26579	1.999691510488770e-6
26580	1.999948982670719e-6
26581	2.000597567246750e-6
26582	2.000973971023382e-6
26583	2.001247813286178e-6
26584	2.001706090161373e-6
26585	2.001998260191895e-6
26586	2.002319505925439e-6
26587	2.002820549890176e-6
26588	2.003316452197492e-6
26589	2.003434498471606e-6
26590	2.003638350652968e-6
26591	2.003909316524814e-6
26592	2.004435813483106e-6
26593	2.004635243475523e-6
26594	2.005242328470133e-6
26595	2.005368979962246e-6
26596	2.005503068702726e-6
26597	2.006253879141477e-6
26598	2.006335185213277e-6
26599	2.006667728097613e-6
26600	2.007017275403903e-6
26601	2.007779084946156e-6
26602	2.007956575161327e-6
26603	2.008276601762810e-6
26604	2.008503529255112e-6
26605	2.008807674514140e-6
26606	2.009016471702367e-6
26607	2.009398828997793e-6
26608	2.010079759995492e-6
26609	2.010209269145111e-6
26610	2.010562031610444e-6
26611	2.010863588226387e-6
26612	2.011090236377617e-6
26613	2.011433825508652e-6
26614	2.012012292440709e-6
26615	2.012226105910100e-6
26616	2.012545445493377e-6
26617	2.012863942085218e-6
26618	2.013476782367914e-6
26619	2.013687064950664e-6
26620	2.013813926886305e-6
26621	2.014572280746396e-6
26622	2.014813967469069e-6
26623	2.015231395431594e-6
26624	2.015633544369624e-6
26625	2.015743985803104e-6
26626	2.016327204166117e-6
26627	2.016825429251311e-6
26628	2.017166420220439e-6
26629	2.017467465827109e-6
26630	2.017710385949470e-6
26631	2.018038573480272e-6
26632	2.018364721860227e-6
26633	2.018918951601407e-6
26634	2.018968705676304e-6
26635	2.019713642851890e-6
26636	2.020012838634720e-6
26637	2.020296775640799e-6
26638	2.020662637437381e-6
26639	2.020999095593927e-6
26640	2.021327084510054e-6
26641	2.021942055832171e-6
26642	2.022165920607614e-6
26643	2.022505329786468e-6
26644	2.022739655079505e-6
26645	2.023168153343988e-6
26646	2.023647852273308e-6
26647	2.023758141524709e-6
26648	2.024134669429989e-6
26649	2.024625651208067e-6
26650	2.024894103644992e-6
26651	2.025383973480185e-6
26652	2.026042450603679e-6
26653	2.026463099190620e-6
26654	2.027116352927915e-6
26655	2.027378346835586e-6
26656	2.027578496036415e-6
26657	2.028134966742434e-6
26658	2.028527206672152e-6
26659	2.028761832770229e-6
26660	2.029065148242174e-6
26661	2.029359587996704e-6
26662	2.029538737716466e-6
26663	2.030251174369933e-6
26664	2.030559604431164e-6
26665	2.030707042558480e-6
26666	2.031428185957774e-6
26667	2.031971282444716e-6
26668	2.032285248886618e-6
26669	2.032394916869625e-6
26670	2.032726145179446e-6
26671	2.033097877180240e-6
26672	2.033726542928048e-6
26673	2.034054133944890e-6
26674	2.034274863606923e-6
26675	2.034792494441732e-6
26676	2.035120830899523e-6
26677	2.035599221810651e-6
26678	2.035754009682739e-6
26679	2.036013163689241e-6
26680	2.036308015887093e-6
26681	2.036633698895959e-6
26682	2.037388519499698e-6
26683	2.037578294219248e-6
26684	2.037757460339831e-6
26685	2.038137579072282e-6
26686	2.038337600912590e-6
26687	2.039228139797681e-6
26688	2.039518009801299e-6
26689	2.039862189267780e-6
26690	2.040265962221183e-6
26691	2.040481511415953e-6
26692	2.040792198570571e-6
26693	2.041253339221525e-6
26694	2.042009151074424e-6
26695	2.042174135333180e-6
26696	2.042845261687304e-6
26697	2.043343577382958e-6
26698	2.043468885801450e-6
26699	2.043653446989954e-6
26700	2.044563534566938e-6
26701	2.044699218267693e-6
26702	2.045156900038829e-6
26703	2.045451697854122e-6
26704	2.045791485800068e-6
26705	2.046379988154191e-6
26706	2.046511080255102e-6
26707	2.046816020776836e-6
26708	2.047117820984036e-6
26709	2.047663504817667e-6
26710	2.047863877285994e-6
26711	2.048379556694088e-6
26712	2.049314658915120e-6
26713	2.049542339716645e-6
26714	2.049669062265524e-6
26715	2.050189333079475e-6
26716	2.050485662456411e-6
26717	2.050841990996288e-6
26718	2.051389641762357e-6
26719	2.051709485569236e-6
26720	2.052132207793707e-6
26721	2.052559356303758e-6
26722	2.053149961078861e-6
26723	2.053465852465962e-6
26724	2.053823286613050e-6
26725	2.054196587584246e-6
26726	2.054462106064645e-6
26727	2.054974932329414e-6
26728	2.055471431029694e-6
26729	2.055740845174591e-6
26730	2.055976107070598e-6
26731	2.056677959356137e-6
26732	2.056755167937998e-6
26733	2.057156565413842e-6
26734	2.057387307390723e-6
26735	2.058196716417641e-6
26736	2.058325157441127e-6
26737	2.059147416948784e-6
26738	2.059539175803331e-6
26739	2.060029012538533e-6
26740	2.060461888925095e-6
26741	2.060662246045912e-6
26742	2.060886668860741e-6
26743	2.061336744428039e-6
26744	2.062278841824059e-6
26745	2.062527341999512e-6
26746	2.062898715570671e-6
26747	2.062971009970423e-6
26748	2.063602507675482e-6
26749	2.063839314147588e-6
26750	2.064101631666544e-6
26751	2.064645057792841e-6
26752	2.065237605422002e-6
26753	2.065306092806679e-6
26754	2.066094514840131e-6
26755	2.066572467153286e-6
26756	2.066907003435416e-6
26757	2.067331963908528e-6
26758	2.067948545597785e-6
26759	2.068266864626064e-6
26760	2.068713487457039e-6
26761	2.068810247327896e-6
26762	2.069080057507624e-6
26763	2.069438597295939e-6
26764	2.070216428697444e-6
26765	2.070481524593813e-6
26766	2.070675898814747e-6
26767	2.071800667480014e-6
26768	2.072106038945667e-6
26769	2.072602793904205e-6
26770	2.073244846626017e-6
26771	2.073518672938392e-6
26772	2.074040131500039e-6
26773	2.074398437817962e-6
26774	2.074663409517371e-6
26775	2.074808856559165e-6
26776	2.075592055820236e-6
26777	2.075719421848173e-6
26778	2.076913812720347e-6
26779	2.076966971731245e-6
26780	2.077604845940323e-6
26781	2.077881583830825e-6
26782	2.078115323246958e-6
26783	2.078480076716087e-6
26784	2.079047550071044e-6
26785	2.079757873716442e-6
26786	2.080161487618267e-6
26787	2.080831784282930e-6
26788	2.080906800070744e-6
26789	2.081404148547260e-6
26790	2.081913196603058e-6
26791	2.082111502047504e-6
26792	2.082280346010921e-6
26793	2.082786789777571e-6
26794	2.083035061545096e-6
26795	2.083392445356794e-6
26796	2.083971146839472e-6
26797	2.084285947100999e-6
26798	2.085042331621454e-6
26799	2.085628669585980e-6
26800	2.085867800371375e-6
26801	2.086771027979167e-6
26802	2.087062890211034e-6
26803	2.087551744652213e-6
26804	2.087944644976146e-6
26805	2.088404224059232e-6
26806	2.088727571753848e-6
26807	2.089091752943326e-6
26808	2.089838195317591e-6
26809	2.090087783054487e-6
26810	2.090173321822441e-6
26811	2.091367796052606e-6
26812	2.091522720511200e-6
26813	2.091832827117605e-6
26814	2.092267026635449e-6
26815	2.092841165884522e-6
26816	2.093297510221196e-6
26817	2.094061427422885e-6
26818	2.094362745572508e-6
26819	2.094750215288328e-6
26820	2.095343175153010e-6
26821	2.095778435814525e-6
26822	2.096120794967647e-6
26823	2.096577602183343e-6
26824	2.096670006670241e-6
26825	2.097202978837221e-6
26826	2.097644858245291e-6
26827	2.098115824594377e-6
26828	2.098465295824124e-6
26829	2.098789766346657e-6
26830	2.099486346982568e-6
26831	2.099741087510450e-6
26832	2.100136741417920e-6
26833	2.101129632540899e-6
26834	2.101372473906356e-6
26835	2.101947571498578e-6
26836	2.102442444517939e-6
26837	2.102583127003298e-6
26838	2.103219252420457e-6
26839	2.103526779069098e-6
26840	2.103814191998346e-6
26841	2.104185630573365e-6
26842	2.104595147031157e-6
26843	2.105194628541679e-6
26844	2.106204469396601e-6
26845	2.106466795265904e-6
26846	2.107153897511842e-6
26847	2.107303593280542e-6
26848	2.107627233711758e-6
26849	2.108313452263169e-6
26850	2.108398723619376e-6
26851	2.108801237489183e-6
26852	2.109221955209776e-6
26853	2.109799934697295e-6
26854	2.110031461272340e-6
26855	2.110555373948975e-6
26856	2.110835162299259e-6
26857	2.111222621760304e-6
26858	2.111857455780146e-6
26859	2.112577530080098e-6
26860	2.113345825046673e-6
26861	2.113705698849527e-6
26862	2.114064299467592e-6
26863	2.114228369974795e-6
26864	2.114716252581006e-6
26865	2.115778420420775e-6
26866	2.116377535665383e-6
26867	2.116936169843093e-6
26868	2.117119005042497e-6
26869	2.117389806544841e-6
26870	2.117600677719278e-6
26871	2.118026456671503e-6
26872	2.118611878517212e-6
26873	2.119227173032222e-6
26874	2.119314508581645e-6
26875	2.120129547420232e-6
26876	2.120434187740651e-6
26877	2.120559844307802e-6
26878	2.121483711541307e-6
26879	2.122258060879491e-6
26880	2.122319655040493e-6
26881	2.122549227058486e-6
26882	2.123114431225772e-6
26883	2.123577508202686e-6
26884	2.124386104562557e-6
26885	2.124752997436693e-6
26886	2.125148690710185e-6
26887	2.125480264570626e-6
26888	2.125968138284926e-6
26889	2.126776149983988e-6
26890	2.126919158536903e-6
26891	2.127304415776048e-6
26892	2.127727727090809e-6
26893	2.128639084714150e-6
26894	2.128767856234079e-6
26895	2.129223263582904e-6
26896	2.129731896851827e-6
26897	2.130359796557800e-6
26898	2.131140227451121e-6
26899	2.131231965379642e-6
26900	2.132226964436912e-6
26901	2.132560439398310e-6
26902	2.133315797549035e-6
26903	2.133538805656883e-6
26904	2.133690089323570e-6
26905	2.133872474652412e-6
26906	2.134379599081266e-6
26907	2.135222856470472e-6
26908	2.135719075015067e-6
26909	2.136012899987607e-6
26910	2.136763882704726e-6
26911	2.137139838849290e-6
26912	2.137161498609908e-6
26913	2.137481115222217e-6
26914	2.137651413584189e-6
26915	2.138545102503881e-6
26916	2.139429810918576e-6
26917	2.139877106268912e-6
26918	2.140554554149489e-6
26919	2.141184009528514e-6
26920	2.141585342247396e-6
26921	2.141994934925912e-6
26922	2.142142136702930e-6
26923	2.142577262910910e-6
26924	2.143054188336499e-6
26925	2.143540344590441e-6
26926	2.144090059794325e-6
26927	2.145131632269574e-6
26928	2.145330378232377e-6
26929	2.145794376718997e-6
26930	2.146170489514306e-6
26931	2.146580108416671e-6
26932	2.147259511407828e-6
26933	2.147393464211610e-6
26934	2.147636127303948e-6
26935	2.148480740452224e-6
26936	2.148696512213752e-6
26937	2.149308399761072e-6
26938	2.149601237892743e-6
26939	2.150216268783316e-6
26940	2.150843009835894e-6
26941	2.150936743464476e-6
26942	2.151184589723340e-6
26943	2.151625650789424e-6
26944	2.152248443337535e-6
26945	2.152879165543274e-6
26946	2.153245810477411e-6
26947	2.153598207833659e-6
26948	2.153968492982098e-6
26949	2.154396523311894e-6
26950	2.154822526914466e-6
26951	2.155727947174899e-6
26952	2.156074138401165e-6
26953	2.156541434545134e-6
26954	2.157109580566624e-6
26955	2.157714767328482e-6
26956	2.158498407890783e-6
26957	2.158795614919190e-6
26958	2.159131248189977e-6
26959	2.159539935134137e-6
26960	2.160420344940416e-6
26961	2.160550378681021e-6
26962	2.161190744172060e-6
26963	2.161447132072483e-6
26964	2.162422089614247e-6
26965	2.163066866340769e-6
26966	2.163317825141689e-6
26967	2.163916967160557e-6
26968	2.164336378082491e-6
26969	2.164968027692195e-6
26970	2.165249349585812e-6
26971	2.165614099917513e-6
26972	2.166041554149719e-6
26973	2.166393521969660e-6
26974	2.166639297254130e-6
26975	2.167419441499051e-6
26976	2.167761384123517e-6
26977	2.168166471105406e-6
26978	2.168834487422560e-6
26979	2.169614479155145e-6
26980	2.170078242110431e-6
26981	2.170741781338674e-6
26982	2.171166972857860e-6
26983	2.171661745940271e-6
26984	2.172141199052511e-6
26985	2.172609754785719e-6
26986	2.172764093321206e-6
26987	2.173495905517878e-6
26988	2.173839244166792e-6
26989	2.174009589432542e-6
26990	2.174841998773543e-6
26991	2.175059752370317e-6
26992	2.175714248763254e-6
26993	2.175993342462793e-6
26994	2.176953527046851e-6
26995	2.177939964205048e-6
26996	2.178171216809980e-6
26997	2.178668784239783e-6
26998	2.178887690052865e-6
26999	2.179701515777658e-6
27000	2.180084580456690e-6
27001	2.180455834227988e-6
27002	2.181392142708868e-6
27003	2.181673411535006e-6
27004	2.182185778903561e-6
27005	2.182420106766238e-6
27006	2.183097559762062e-6
27007	2.183470364004700e-6
27008	2.183853005039990e-6
27009	2.184097205405502e-6
27010	2.184372333608325e-6
27011	2.184703218645361e-6
27012	2.185019642167190e-6
27013	2.185697910929825e-6
27014	2.186749944704139e-6
27015	2.186964432572658e-6
27016	2.187341194707283e-6
27017	2.187722047473590e-6
27018	2.187985610609309e-6
27019	2.188788574388847e-6
27020	2.189066577345411e-6
27021	2.189311797136329e-6
27022	2.190320272361077e-6
27023	2.191099012979311e-6
27024	2.191197743640577e-6
27025	2.191585745213999e-6
27026	2.192097551873027e-6
27027	2.192596544456987e-6
27028	2.192856322466728e-6
27029	2.193523655885002e-6
27030	2.193879041580792e-6
27031	2.194241871271390e-6
27032	2.195264710227102e-6
27033	2.195458531689069e-6
27034	2.195948611303831e-6
27035	2.196471804834032e-6
27036	2.197200292591410e-6
27037	2.197934142963261e-6
27038	2.198090414390306e-6
27039	2.198356821816455e-6
27040	2.198974435463873e-6
27041	2.199518473804829e-6
27042	2.199834488198173e-6
27043	2.200337619743385e-6
27044	2.200775628258043e-6
27045	2.201072990146966e-6
27046	2.201707910241573e-6
27047	2.202508187050893e-6
27048	2.202699611956219e-6
27049	2.203479527307895e-6
27050	2.204103420781223e-6
27051	2.204600836775797e-6
27052	2.205387394711551e-6
27053	2.205814302635285e-6
27054	2.206285908421734e-6
27055	2.206643569783993e-6
27056	2.207541934780269e-6
27057	2.207979065672563e-6
27058	2.208547050472785e-6
27059	2.209015565011714e-6
27060	2.209279056881492e-6
27061	2.209711202358266e-6
27062	2.209837848643559e-6
27063	2.210340523883950e-6
27064	2.211572785202949e-6
27065	2.212060367001713e-6
27066	2.212442531905082e-6
27067	2.213030208627944e-6
27068	2.213760113467327e-6
27069	2.214354501762783e-6
27070	2.214619963049760e-6
27071	2.215440492159619e-6
27072	2.215478331962105e-6
27073	2.216204613672559e-6
27074	2.216631754771712e-6
27075	2.217094894700214e-6
27076	2.217733293896818e-6
27077	2.218245575030761e-6
27078	2.218943088050959e-6
27079	2.219286902394782e-6
27080	2.219671843736268e-6
27081	2.220893309737498e-6
27082	2.221080445773331e-6
27083	2.221162243010480e-6
27084	2.221561223854001e-6
27085	2.222065250862110e-6
27086	2.222544061002343e-6
27087	2.223216544499508e-6
27088	2.223354992640443e-6
27089	2.223926416484286e-6
27090	2.224896678795244e-6
27091	2.225400699230888e-6
27092	2.225739788665706e-6
27093	2.226368813733319e-6
27094	2.226935586059072e-6
27095	2.227567674461383e-6
27096	2.227938155701499e-6
27097	2.228725894503548e-6
27098	2.228913013352135e-6
27099	2.229182331621276e-6
27100	2.229807230936167e-6
27101	2.230450398923787e-6
27102	2.230853246280385e-6
27103	2.231495308417584e-6
27104	2.231847193877286e-6
27105	2.232300108300452e-6
27106	2.233041207796857e-6
27107	2.233175434943248e-6
27108	2.234065687160703e-6
27109	2.234790938131442e-6
27110	2.235245847626814e-6
27111	2.235880774065576e-6
27112	2.236273641235737e-6
27113	2.237567067799525e-6
27114	2.237916911932555e-6
27115	2.238636526916511e-6
27116	2.238931368411952e-6
27117	2.239452612903086e-6
27118	2.239909212813968e-6
27119	2.240341540579118e-6
27120	2.240545187659851e-6
27121	2.241283670479179e-6
27122	2.242312057925040e-6
27123	2.242441366198034e-6
27124	2.243595093281350e-6
27125	2.243923457261212e-6
27126	2.244543252596775e-6
27127	2.244603324022750e-6
27128	2.245417984619154e-6
27129	2.245909221868152e-6
27130	2.246388489467035e-6
27131	2.246466280366661e-6
27132	2.247042726357973e-6
27133	2.247435082744021e-6
27134	2.248540065020949e-6
27135	2.249025332116637e-6
27136	2.249471807690512e-6
27137	2.250337906977802e-6
27138	2.251063850526126e-6
27139	2.251226142153658e-6
27140	2.252282337419603e-6
27141	2.252348296873388e-6
27142	2.253624329384840e-6
27143	2.254263831510905e-6
27144	2.254741265634287e-6
27145	2.254941967945624e-6
27146	2.255508640532165e-6
