N	vtGv	vtB1v	vtL1v	btv	d2	ratio	max_partial	c_inner	tv_outer	abel_product	coprime	p2_contrib	p3_contrib	gcd_diag	gcd_1	gcd_2	gcd_3	gcd_4	gcd_5	gcd_6plus	ramanujan	divisor_wt	euler_phi	cancel_eff	noncop_l1	is_hcn	is_prime	prime_power	time
74	0.4144108562	0.1327608008	0.2816500554	0.6326837028	0.1490434506	0.2028816196	1.5558750939	1.1344998151	28.6144566952	46.2856605027	-0.0415525746	-0.2134391934	-0.1953937545	1.0223488888	-0.0415525746	-0.1772378256	-0.1639476068	0.0000000000	-0.0818598374	-0.1433401881	-1.8346482444	0.7875056354	0.3146559265	2.1214850599	0.3232026300	false	false		0.000
75	0.4160300638	0.1336439845	0.2823860793	0.6340159280	0.1479982077	0.2021921431	1.5603648614	1.1340200115	28.5944635180	46.3872810819	-0.0420727200	-0.2130308332	-0.1959115454	1.0255190833	-0.0420727200	-0.1760327269	-0.1638454733	0.0000000000	-0.0820708114	-0.1454672880	-1.9529120837	0.7917804810	0.3152946700	2.1129726143	0.3244587993	false	false		0.001
76	0.4176224548	0.1345415708	0.2830808840	0.6353224123	0.1469776302	0.2015172240	1.5647678787	1.1335494785	29.3541301941	47.7061418478	-0.0426059054	-0.2126194888	-0.1964173061	1.0286483126	-0.0426059054	-0.1748379601	-0.1637410378	0.0000000000	-0.0822769708	-0.1475639838	-2.0698914057	0.7960226281	0.3159139413	2.1040402778	0.3256867894	false	false		0.000
77	0.4191888084	0.1354523321	0.2837364762	0.6366040059	0.1459807965	0.2008563646	1.5690870112	1.1567943792	29.6740406046	48.3762627189	-0.0431511482	-0.2122055186	-0.1969114824	1.0317374450	-0.0431511482	-0.1736534934	-0.1636344786	0.0000000000	-0.0824784922	-0.1496310242	-2.1856047320	0.8002319646	0.3165145540	2.0947330458	0.3268876244	false	false		0.000
78	0.4205115542	0.1363505420	0.2841610123	0.6376781775	0.1451551992	0.2003125263	1.5733249923	1.1562250171	30.7756001541	50.2391385924	-0.0439288196	-0.2117892547	-0.1973944976	1.0347874694	-0.0439288196	-0.1724792849	-0.1635259618	0.0000000000	-0.0826755436	-0.1516663052	-2.3097516847	0.8041933657	0.3168782700	2.0840475448	0.3280898319	false	false		0.001
79	0.4220252465	0.1372100321	0.2848152144	0.6389110889	0.1442030686	0.1996780629	1.5774844308	1.1557117762	30.7578779619	50.3431909441	-0.0443799964	-0.2115327915	-0.1979387510	1.0377994784	-0.0443799964	-0.1713903648	-0.1634146594	0.0000000000	-0.0828682844	-0.1537209270	-2.4154717466	0.8080074048	0.3175337232	2.0757608609	0.3291952108	false	true	79	0.001
80	0.4237230030	0.1380812444	0.2856417586	0.6402955882	0.1431318266	0.1989575633	1.5832037372	1.1552541249	30.7384900996	50.4942950491	-0.0446296515	-0.2112749165	-0.1984734756	1.0407745178	-0.0446296515	-0.1703140624	-0.1633044692	0.0000000000	-0.0830568667	-0.1557464650	-2.5127850911	0.8119995068	0.3183812342	2.0686499440	0.3302714101	false	false		0.001
81	0.4253953461	0.1389652066	0.2864301395	0.6416551093	0.1420851274	0.1982519231	1.5900356970	1.1548047302	31.4353390824	51.8194920315	-0.0448875196	-0.2110158118	-0.1989989602	1.0437134635	-0.0448875196	-0.1692501475	-0.1631953772	0.0000000000	-0.0832414348	-0.1577436382	-2.6084985201	0.8159596946	0.3192112473	2.0611644205	0.3313176591	false	false	3	0.001
82	0.4270429449	0.1398608895	0.2871820554	0.6429904243	0.1410620963	0.1975606621	1.5967460144	1.1543633369	31.4167617476	52.0078141645	-0.0451530632	-0.2107556466	-0.1995154812	1.0466170391	-0.0451530632	-0.1681983942	-0.1630873694	0.0000000000	-0.0834221266	-0.1597131408	-2.7026580104	0.8198880600	0.3200243527	2.0533406907	0.3323351186	false	false		0.000
83	0.4284699889	0.1407290991	0.2877408898	0.6441407127	0.1401885636	0.1969719051	1.6033384016	1.1538894641	32.1148515085	53.3410499738	-0.0457561815	-0.2103445126	-0.2000233037	1.0494860652	-0.0457561815	-0.1670085150	-0.1629804316	0.0000000000	-0.0835990733	-0.1616718750	-2.8153670674	0.8237224452	0.3205499627	2.0446438707	0.3334970713	false	true	83	0.001
84	0.4300676854	0.1416074159	0.2884602694	0.6454287133	0.1392102588	0.1963078568	1.6098164120	1.1534661969	32.0941221645	53.5225134021	-0.0461717059	-0.2099329362	-0.2005226814	1.0523214474	-0.0461717059	-0.1658306726	-0.1628745495	0.0000000000	-0.0837724002	-0.1636044339	-2.9200462286	0.8277196857	0.3212539437	2.0370421110	0.3346319753	false	false		0.001
85	0.4316425359	0.1424967866	0.2891457492	0.6466946495	0.1382532368	0.1956568682	1.6161834493	1.1740089549	33.2116916934	55.5736002802	-0.0465933550	-0.2095210932	-0.2010138578	1.0551239487	-0.0465933550	-0.1646646934	-0.1627697088	0.0000000000	-0.0839422267	-0.1655114290	-3.0232527714	0.8316858944	0.3219427362	2.0291387344	0.3357391043	false	false		0.001
86	0.4330093683	0.1433722308	0.2896371375	0.6477888705	0.1374316274	0.1950983599	1.6224427756	1.1735094581	34.3307171155	57.6035759075	-0.0472147548	-0.2091091463	-0.2014970666	1.0578943048	-0.0472147548	-0.1635104047	-0.1626658953	0.0000000000	-0.0840873822	-0.1674064995	-3.1343225737	0.8354439841	0.3224275906	2.0201759840	0.3368518923	false	false		0.001
87	0.4341744513	0.1442229870	0.2899514643	0.6487180023	0.1367384467	0.1946277457	1.6285975186	1.1729815252	34.3120616291	57.7908532290	-0.0481503385	-0.2085552329	-0.2019725319	1.0606333268	-0.0481503385	-0.1622256217	-0.1625630948	0.0000000000	-0.0842288007	-0.1692910199	-3.2636368872	0.8391207712	0.3226473278	2.0104386293	0.3381018027	false	false		0.001
88	0.4351445918	0.1450535059	0.2900910859	0.6494883656	0.1361678605	0.1942415703	1.6346506790	1.1724250253	34.2952421553	57.9772462376	-0.0493110492	-0.2080015276	-0.2023777745	1.0633417942	-0.0493110492	-0.1609522090	-0.1623985985	0.0000000000	-0.0843666165	-0.1711687293	-3.4036705762	0.8426406573	0.3226590052	1.9998902071	0.3394021351	false	false		0.001
89	0.4361006087	0.1458954148	0.2902051940	0.6502461674	0.1356082740	0.1938624560	1.6406051366	1.1718775996	35.0007669016	59.3450263748	-0.0504713202	-0.2074482067	-0.2027755849	1.0660203665	-0.0504713202	-0.1596900448	-0.1622349760	0.0000000000	-0.0845009576	-0.1730224591	-3.5422478413	0.8461393761	0.3226636274	1.9891316973	0.3406765142	false	true	89	0.001
90	0.4372124109	0.1467473739	0.2904650369	0.6511287861	0.1349548387	0.1934164146	1.6464636573	1.1713748325	35.7042868706	60.7144368342	-0.0514613308	-0.2068954337	-0.2031661880	1.0686696802	-0.0514613308	-0.1584390058	-0.1620722391	0.0000000000	-0.0846319462	-0.1748527476	-3.6733953184	0.8497864243	0.3228310767	1.9793542410	0.3419263677	false	false		0.001
91	0.4383084719	0.1476101445	0.2906983274	0.6519973517	0.1343137686	0.1929780840	1.6522288981	1.1708800705	36.5950232024	62.3979167497	-0.0524527025	-0.2063433601	-0.2035497992	1.0712903543	-0.0524527025	-0.1571989671	-0.1619103982	0.0000000000	-0.0847596986	-0.1766601159	-3.8032468201	0.8534099000	0.3229897958	1.9693655087	0.3431510299	false	false		0.001
92	0.4392259333	0.1484644811	0.2907614522	0.6527212102	0.1337835129	0.1926168784	1.6579034128	1.1703586207	37.4873371799	64.0907257999	-0.0536139522	-0.2057921259	-0.2039266252	1.0738829865	-0.0536139522	-0.1559698031	-0.1617494621	0.0000000000	-0.0848843262	-0.1784395096	-3.9402961434	0.8568523194	0.3229758529	1.9584580101	0.3443754044	false	false		0.001
93	0.4401306210	0.1493293941	0.2908012269	0.6534338088	0.1332630034	0.1922619788	1.6634896575	1.1885457662	38.6241972595	66.2280862594	-0.0547743918	-0.2052418613	-0.2042968642	1.0764481583	-0.0547743918	-0.1547513875	-0.1615894383	0.0000000000	-0.0850059352	-0.1801963846	-4.0760429255	0.8602743784	0.3229559836	1.9473810136	0.3455756186	false	false		0.001
94	0.4408664438	0.1501760460	0.2906903978	0.6540100145	0.1328464148	0.1919801445	1.6689899948	1.1879701029	39.7622189744	68.3454558536	-0.0561348235	-0.2046926862	-0.2046012108	1.0789864319	-0.0561348235	-0.1535435933	-0.1613708373	0.0000000000	-0.0851246272	-0.1819461068	-4.2221845057	0.8635644366	0.3227546813	1.9356642126	0.3468252213	false	false		0.001
95	0.4414398322	0.1510017993	0.2904380329	0.6544546933	0.1325304455	0.1917699980	1.6744066987	1.1873729254	39.7459834925	68.5390861849	-0.0577619720	-0.2040159369	-0.2048990531	1.0814984259	-0.0577619720	-0.1522175186	-0.1611528694	0.0000000000	-0.0852404992	-0.1836857345	-4.3856238127	0.8668019768	0.3223333845	1.9234077622	0.3482000049	false	false		0.001
96	0.4418575098	0.1518176151	0.2900398947	0.6547725050	0.1323124998	0.1916308835	1.6797419588	1.1867540620	39.7318069327	68.7326237953	-0.0595442484	-0.2033404305	-0.2051905967	1.0839847371	-0.0595442484	-0.1509017506	-0.1609355687	0.0000000000	-0.0853314056	-0.1854142541	-4.5563414116	0.8698887532	0.3217589279	1.9104495521	0.3495841431	false	false		0.001
97	0.4422710018	0.1526441346	0.2896268673	0.6550855908	0.1320998202	0.1914965230	1.6849978842	1.1861444009	40.4456919609	70.1495561868	-0.0613188445	-0.2026663008	-0.2054760384	1.0864458743	-0.0613188445	-0.1495962015	-0.1607189663	0.0000000000	-0.0854191825	-0.1871216778	-4.7256263691	0.8729647694	0.3211866104	1.8973992550	0.3509457118	false	true	97	0.001
98	0.4428210564	0.1534802425	0.2893408139	0.6555093226	0.1318024112	0.1913004035	1.6901765076	1.1855732858	41.1577373222	71.5676688427	-0.0629449980	-0.2019936718	-0.2057555670	1.0888823303	-0.0629449980	-0.1483007810	-0.1605030908	0.0000000000	-0.0855039426	-0.1888084614	-4.8882091599	0.8761703981	0.3207571720	1.8851990922	0.3522858119	false	false		0.001
99	0.4433645526	0.1543265292	0.2890380234	0.6559268896	0.1315107733	0.1911087634	1.6952797882	1.1850104796	41.9135413479	73.0641038142	-0.0645658258	-0.2013226581	-0.2060293636	1.0912945850	-0.0645658258	-0.1470153974	-0.1602879686	0.0000000000	-0.0855857937	-0.1904750470	-5.0495412516	0.8793621731	0.3203274796	1.8728991370	0.3536038491	false	false		0.001
100	0.4439016289	0.1551823379	0.2887192910	0.6563384465	0.1312247359	0.1909214671	1.7003096158	1.1844557741	42.0463612967	73.5057739654	-0.0661811319	-0.2006533662	-0.2062976019	1.0936830434	-0.0661811319	-0.1457399570	-0.1600736235	0.0000000000	-0.0856648390	-0.1921218631	-5.2096339840	0.8825398527	0.3198976566	1.8605164414	0.3549004229	false	false		0.001
101	0.4444324198	0.1560470464	0.2883853734	0.6567441423	0.1309441351	0.1907383839	1.7052678136	1.1839089682	42.2481857616	74.0633532188	-0.0677907368	-0.1999858943	-0.2065604485	1.0960481019	-0.0677907368	-0.1444743653	-0.1598600776	0.0000000000	-0.0857411770	-0.1937493254	-5.3684988730	0.8857032209	0.3194678183	1.8480668493	0.3561761102	false	true	101	0.001
102	0.4450852499	0.1569196822	0.2881655677	0.6572503780	0.1305844939	0.1904954601	1.7101561411	1.1833974320	42.9334671668	75.4467269183	-0.0692663384	-0.1993203334	-0.2068180636	1.0983902050	-0.0692663384	-0.1432185266	-0.1596473508	0.0000000000	-0.0858149019	-0.1953578373	-5.5211846588	0.8889803353	0.3191662668	1.8363889329	0.3574319061	false	false		0.001
103	0.4458556996	0.1577661053	0.2880895943	0.6578537265	0.1301482467	0.1901938685	1.7149762972	1.1829178645	42.9151312149	75.6271089235	-0.0704881818	-0.1987754034	-0.2071273409	1.1007098399	-0.0704881818	-0.1420529800	-0.1594613929	0.0000000000	-0.0858861042	-0.1969654813	-5.6526558786	0.8921475640	0.3190623172	1.8260550559	0.3585777761	false	true	103	0.001
104	0.4467398186	0.1586204126	0.2881194060	0.6585508962	0.1296380263	0.1898350659	1.7197299228	1.1824715449	42.8952999499	75.8018625691	-0.0715827961	-0.1982326338	-0.2074320021	1.1030074781	-0.0715827961	-0.1408980524	-0.1592774743	0.0000000000	-0.0859548703	-0.1985544664	-5.7779731160	0.8954204398	0.3190784937	1.8164081240	0.3597022021	false	false		0.001
105	0.4476131402	0.1594831475	0.2881299927	0.6592385409	0.1291360583	0.1894816078	1.7244186032	1.1820313229	43.6092663256	77.2389469269	-0.0726747852	-0.1976920645	-0.2077321630	1.1052835250	-0.0726747852	-0.1397535839	-0.1590955555	0.0000000000	-0.0860212829	-0.2001251773	-5.9020889652	0.8986743119	0.3190902708	1.8066485226	0.3608047779	false	false		0.001
106	0.4485949000	0.1603183873	0.2882765127	0.6600151600	0.1285645801	0.1890739894	1.7290438707	1.1816227914	44.3215925023	78.6770555024	-0.0735950069	-0.1971537315	-0.2080828755	1.1075383738	-0.0735950069	-0.1386194174	-0.1589414098	0.0000000000	-0.0860829166	-0.2017047231	-6.0144613057	0.9018980495	0.3192395311	1.7981500280	0.3618715196	false	false		0.001
107	0.4494479211	0.1611357655	0.2883121556	0.6606849611	0.1280779989	0.1887302127	1.7336072068	1.1811968701	44.3006259300	78.8476157853	-0.0747331822	-0.1965053398	-0.2084293770	1.1097724560	-0.0747331822	-0.1373830712	-0.1587896562	0.0000000000	-0.0861431610	-0.2032754643	-6.1427743947	0.9050886177	0.3192104347	1.7892499207	0.3630453378	false	true	107	0.001
108	0.4504058867	0.1619610110	0.2884448757	0.6614404981	0.1275248906	0.1883345318	1.7381100442	1.1808014814	44.2782828920	79.0128911511	-0.0757520037	-0.1958594039	-0.2087717568	1.1119861894	-0.0757520037	-0.1361568791	-0.1586402340	0.0000000000	-0.0862020576	-0.2048291284	-6.2650429489	0.9083758426	0.3192926518	1.7809525514	0.3641968794	false	false		0.001
109	0.4513527998	0.1627946095	0.2885581903	0.6621861165	0.1269805668	0.1879445650	1.7425537692	1.1804112833	44.9920312073	80.4579636941	-0.0767676480	-0.1952159679	-0.2091101018	1.1141799343	-0.0767676480	-0.1349407105	-0.1584930845	0.0000000000	-0.0862596463	-0.2063660452	-6.3860268017	0.9116435911	0.3193701259	1.7725291468	0.3653258383	false	true	109	0.001
110	0.4524003606	0.1636357423	0.2887646183	0.6630131989	0.1263739627	0.1875058048	1.7469397232	1.1800502319	45.7038105653	81.9032788018	-0.0776685913	-0.1945750721	-0.2094444960	1.1163540404	-0.0776685913	-0.1337344362	-0.1583481511	0.0000000000	-0.0863159655	-0.2078865358	-6.5011402880	0.9150034389	0.3195544979	1.7646793679	0.3664332095	false	false		0.001
111	0.4535463556	0.1644507576	0.2890955981	0.6639191309	0.1257080938	0.1870206034	1.7512692049	1.1797150147	45.6792003192	82.0625753985	-0.0783636935	-0.1940448970	-0.2097750210	1.1185088917	-0.0783636935	-0.1326096352	-0.1582053791	0.0000000000	-0.0863676163	-0.2094162120	-6.5993997746	0.9182710072	0.3198999587	1.7579462835	0.3674592916	false	false		0.001
112	0.4545716976	0.1652521613	0.2893195363	0.6647256244	0.1251204489	0.1865941121	1.7555434720	1.1793607742	45.6562333198	82.2219214671	-0.0792054115	-0.1935172958	-0.2100514435	1.1206448603	-0.0792054115	-0.1314950755	-0.1580144031	0.0000000000	-0.0864186335	-0.2109396391	-6.7067089274	0.9214505339	0.3201144227	1.7507761111	0.3685249478	false	false		0.001
113	0.4555859501	0.1660618013	0.2895241487	0.6655219295	0.1245420911	0.1861737765	1.7597637426	1.1790110088	46.3715058146	83.6776754483	-0.0800437927	-0.1929922776	-0.2103242731	1.1227622678	-0.0800437927	-0.1303905955	-0.1578256048	0.0000000000	-0.0864690308	-0.2124472939	-6.8126833661	0.9246109663	0.3203239123	1.7434722882	0.3695679415	false	true	113	0.001
114	0.4566946065	0.1668789201	0.2898156864	0.6663930543	0.1239084979	0.1857103090	1.7639311972	1.1786881778	47.0848746056	85.1336040827	-0.0807735545	-0.1924698495	-0.2105935898	1.1248614270	-0.0807735545	-0.1292960374	-0.1576389400	0.0000000000	-0.0865188213	-0.2139394671	-6.9128449490	0.9278577118	0.3206338514	1.7366824174	0.3705892409	false	false		0.001
115	0.4578959302	0.1676744508	0.2902214794	0.6673366745	0.1232225813	0.1852061407	1.7680469799	1.1783890760	47.0600766391	85.2878736210	-0.0812799285	-0.1920529739	-0.2109086423	1.1269426808	-0.0812799285	-0.1282889066	-0.1574837486	0.0000000000	-0.0865680178	-0.2154261489	-6.9910352815	0.9310072877	0.3211075836	1.7308628600	0.3715014080	false	false		0.001
116	0.4589825306	0.1684627958	0.2905197348	0.6681868557	0.1226088191	0.1847558200	1.7721121997	1.1780718003	47.0371886002	85.4428511692	-0.0819015301	-0.1916384855	-0.2112203502	1.1290063622	-0.0819015301	-0.1272919418	-0.1573313167	0.0000000000	-0.0865951731	-0.2169038699	-7.0756754856	0.9340501205	0.3214684700	1.7245335000	0.3724212649	false	false		0.001
117	0.4600581535	0.1692591376	0.2907990159	0.6690266875	0.1220047785	0.1843121090	1.7761279325	1.2234497579	48.2095822260	87.7993888942	-0.0825200457	-0.1912263751	-0.2115287768	1.1310527596	-0.0825200457	-0.1263049600	-0.1571815728	0.0000000000	-0.0866217178	-0.2183663098	-7.1589690780	0.9370751427	0.3218241659	1.7180698189	0.3733190616	false	false		0.001
118	0.4611229968	0.1700630436	0.2910599532	0.6698563880	0.1214102208	0.1838748598	1.7800952216	1.2230649653	48.4394604572	88.4040241959	-0.0831354729	-0.1908166326	-0.2118339836	1.1330821198	-0.0831354729	-0.1253277831	-0.1570344476	0.0000000000	-0.0866476690	-0.2198137503	-7.2409492007	0.9400824413	0.3221747927	1.7114826778	0.3741954262	false	false		0.001
119	0.4620780710	0.1708517583	0.2912263127	0.6705984528	0.1208811654	0.1834860317	1.7840150794	1.2226663682	49.3591032656	90.2386397715	-0.0839375881	-0.1903119745	-0.2121360303	1.1350947181	-0.0839375881	-0.1242629648	-0.1568898744	0.0000000000	-0.0866730431	-0.2212531766	-7.3379225575	0.9430635862	0.3223727465	1.7045555493	0.3751639008	false	false		0.001
120	0.4629256642	0.1716357882	0.2912898760	0.6712553158	0.1204150326	0.1831436954	1.7878884888	1.2222538689	49.3385648846	90.3971058313	-0.0848408386	-0.1898100057	-0.2124349753	1.1370908560	-0.0848408386	-0.1232079520	-0.1567477886	0.0000000000	-0.0866978561	-0.2226707564	-7.4403243232	0.9459374471	0.3224676882	1.6971395016	0.3761307147	true	false		0.001
121	0.4637644756	0.1724271820	0.2913372937	0.6719044637	0.1199555482	0.1828058217	1.7917164035	1.2218462147	50.0599204204	91.8823824791	-0.0857394799	-0.1893107189	-0.2127308753	1.1390707954	-0.0857394799	-0.1221625845	-0.1566081277	0.0000000000	-0.0867221232	-0.2240740044	-7.5414215756	0.9487954649	0.3225594544	1.6896250946	0.3770767736	false	false	11	0.001
122	0.4645946671	0.1732255497	0.2913691174	0.6725460537	0.1195025598	0.1824723158	1.7954997500	1.2214433067	50.0616941808	92.0788605369	-0.0866335190	-0.1888141062	-0.2130237855	1.1410347612	-0.0866335190	-0.1211267054	-0.1564708316	0.0000000000	-0.0867458593	-0.2254631789	-7.6412423512	0.9516377027	0.3226481397	1.6820216063	0.3780026363	false	false		0.001
123	0.4653229796	0.1740092316	0.2913137479	0.6731075606	0.1191078584	0.1821820331	1.7992394281	1.2210281852	50.8057308673	93.6085962014	-0.0877030789	-0.1882272975	-0.2133137598	1.1429830039	-0.0877030789	-0.1200073008	-0.1563358417	0.0000000000	-0.0867690786	-0.2268447243	-7.7557441990	0.9544575682	0.3225940744	1.6741281208	0.3790168268	false	false		0.001
124	0.4659518862	0.1747809304	0.2911709558	0.6735911476	0.1187695910	0.1819337774	1.8029363119	1.2206002195	50.7871132334	93.7665950830	-0.0888949945	-0.1876433689	-0.2135572279	1.1449157972	-0.0888949945	-0.1188973067	-0.1561594791	0.0000000000	-0.0867917950	-0.2282203357	-7.8786812215	0.9572067103	0.3224317281	1.6659194744	0.3800659502	false	false		0.001
125	0.4665743877	0.1755594167	0.2910149711	0.6740692479	0.1184358919	0.1816887348	1.8065912510	1.2333065320	51.9744730188	96.1247090228	-0.0900803629	-0.1870623171	-0.2137979939	1.1468333798	-0.0900803629	-0.1177965843	-0.1559854421	0.0000000000	-0.0868140217	-0.2295825810	-8.0002904232	0.9599420424	0.3222684291	1.6576437573	0.3810953340	false	false	5	0.001
126	0.4671906000	0.1763443393	0.2908462607	0.6745419694	0.1181066611	0.1814468381	1.8102050712	1.2328684833	52.4171759118	97.1175824328	-0.0912592155	-0.1864841380	-0.2140361103	1.1487359572	-0.0912592155	-0.1167049974	-0.1558136804	0.0000000000	-0.0868357718	-0.2309316921	-8.1205970071	0.9626635931	0.3221042352	1.6493087438	0.3821054762	false	false		0.001
127	0.4678006359	0.1771353620	0.2906652739	0.6750094172	0.1177818015	0.1812080222	1.8137785752	1.2324353216	52.6050226795	97.6492278649	-0.0924315849	-0.1859088263	-0.2142716278	1.1506237311	-0.0924315849	-0.1156224127	-0.1556441452	0.0000000000	-0.0868570575	-0.2322678949	-8.2396254979	0.9653713960	0.3219392019	1.6409217827	0.3830968588	false	true	127	0.001
128	0.4684903421	0.1779319431	0.2905583990	0.6755387322	0.1174128778	0.1809351214	1.8173125438	1.2320230857	53.5355341229	99.5297687079	-0.0935117941	-0.1853363758	-0.2145045961	1.1524969258	-0.0935117941	-0.1145486996	-0.1554767891	0.0000000000	-0.0868778910	-0.2335914100	-8.3533403446	0.9681512512	0.3218591184	1.6329749119	0.3840701931	false	false	2	0.001
